playerName,team_name,fpl_minutes,fpl_goals,fpl_assits,fpl_cs,fpl_points,fpl_bonus,fpl_cprice
Chris Wood,Burnley,1621,10,1,10,104,20,6.2
Dean Marney,Burnley,0,0,0,0,0,0,4.4
Dwight McNeil,Burnley,1,0,0,0,1,0,4.5
Fredrik Ulvestad,Burnley,0,0,0,0,0,0,4.4
Jack Cork,Burnley,3420,2,1,12,100,6,4.5
James Tarkowski,Burnley,2790,0,1,11,101,4,4.6
Jeff Hendrick,Burnley,2326,2,2,9,85,1,5.4
Johann Berg Gudmundsson,Burnley,2831,2,9,10,117,7,5.0
Johann Gudmundsson,Burnley,2831,2,9,10,117,7,5.0
Jonathan Walters,Burnley,36,0,0,0,3,0,5.1
Kevin Long,Burnley,1440,1,2,4,57,6,4.1
Matthew Lowton,Burnley,2295,0,3,8,89,4,4.4
Nahki Wells,Burnley,46,0,0,0,9,0,4.9
Nick Pope,Burnley,3114,0,0,11,152,19,5.0
Phil Bardsley,Burnley,1125,0,0,4,33,0,4.0
Robbie Brady,Burnley,1277,1,4,6,56,7,5.3
Sam Vokes,Burnley,977,4,2,2,63,7,5.7
Scott Arfield,Burnley,1330,2,2,6,56,6,4.9
Stephen Ward,Burnley,2460,1,1,9,102,9,4.8
Steven Defour,Burnley,1998,1,1,12,62,0,5.4
Tom Heaton,Burnley,305,0,0,0,8,0,4.7
Georges-Kévin Nkoudou,"Burnley,Tottenham",223,0,0,1,11,0,5.3
Álvaro Morata,Chelsea,2055,11,6,11,122,13,10.4
Andreas Christensen,Chelsea,2067,0,0,8,79,4,5.3
Antonio Rüdiger,Chelsea,2336,2,1,12,115,8,5.8
César Azpilicueta,Chelsea,3330,2,6,15,175,25,6.9
Callum Hudson-Odoi,Chelsea,27,0,0,0,2,0,4.5
Cesc Fàbregas,Chelsea,2300,2,4,11,89,7,6.8
Charly Musonda,Chelsea,35,0,1,0,6,0,4.8
Daniel Drinkwater,Chelsea,520,1,0,1,24,1,4.7
David Luiz,Chelsea,838,1,2,3,32,0,5.7
Davide Zappacosta,Chelsea,1087,1,1,5,58,1,5.9
Dujon Sterling,Chelsea,0,0,0,0,0,0,4.5
Eden Hazard,Chelsea,2417,12,6,12,173,24,10.5
Eduardo,Chelsea,0,0,0,0,0,0,4.7
Emerson,Chelsea,278,0,1,1,14,0,5.2
Ethan Ampadu,Chelsea,10,0,0,0,1,0,4.5
Fikayo Tomori,Chelsea,0,0,0,0,0,0,4.5
Gary Cahill,Chelsea,2082,0,0,9,74,2,6.2
Jeremie Boga,Chelsea,17,0,0,0,1,0,6.0
Kyle Scott,Chelsea,0,0,0,0,0,0,4.3
Marcos Alonso,Chelsea,2855,7,2,13,165,15,7.1
Michy Batshuayi,Chelsea,351,2,1,1,25,3,8.1
N'Golo Kanté,Chelsea,2994,1,2,16,101,9,4.9
Pedro,Chelsea,1511,4,2,8,81,2,7.7
Ross Barkley,Chelsea,129,0,0,0,3,0,7.3
Thibaut Courtois,Chelsea,3150,0,0,15,136,4,5.3
Tiemoué Bakayoko,Chelsea,2121,2,2,11,77,5,4.9
Trevoh Chalobah,Chelsea,0,0,0,0,0,0,4.0
Victor Moses,Chelsea,2109,3,6,11,131,9,6.5
Willian,Chelsea,1874,6,8,9,130,13,7.0
Willy Caballero,Chelsea,270,0,0,1,11,0,4.8
Olivier Giroud,"Chelsea,Arsenal",981,7,1,5,77,10,8.4
Aaron Wan-Bissaka,Crystal Palace,627,0,0,2,15,0,4.5
Alexander Sørloth,Crystal Palace,360,0,0,0,8,0,5.4
Andros Townsend,Crystal Palace,3120,2,9,9,121,7,5.6
Bakary Sako,Crystal Palace,466,3,0,1,36,1,4.8
Christian Benteke,Crystal Palace,2234,3,7,6,84,5,7.5
Chung-Yong Lee,Crystal Palace,131,0,0,0,8,0,4.2
Damien Delaney,Crystal Palace,95,0,0,0,1,0,4.2
Diego Cavalieri,Crystal Palace,0,0,0,0,0,0,4.0
Dion Henry,Crystal Palace,0,0,0,0,0,0,4.0
Erdal Rakip,Crystal Palace,0,0,0,0,0,0,4.8
Freddie Ladapo,Crystal Palace,16,0,0,0,1,0,4.5
Jairo Riedewald,Crystal Palace,435,0,0,2,23,0,4.6
James Daly,Crystal Palace,0,0,0,0,0,0,4.5
James McArthur,Crystal Palace,2425,5,2,7,101,9,4.4
James Tomkins,Crystal Palace,2386,3,0,9,99,9,4.4
Jaroslaw Jach,Crystal Palace,0,0,0,0,0,0,4.2
Jason Eyenga Lokilo,Crystal Palace,0,0,0,0,0,0,4.3
Jason Puncheon,Crystal Palace,574,0,0,0,11,0,4.4
Jeffrey Schlupp,Crystal Palace,1742,0,2,3,50,0,4.7
Joel Ward,Crystal Palace,1613,0,1,4,41,0,4.7
Jordon Mutch,Crystal Palace,0,0,0,0,0,0,4.5
Julian Speroni,Crystal Palace,990,0,0,2,36,3,4.0
Keshi Anderson,Crystal Palace,0,0,0,0,0,0,4.5
Lee Chung-yong,Crystal Palace,131,0,0,0,8,0,4.2
Levi Lumeka,Crystal Palace,25,0,0,0,1,0,4.4
Luka Milivojevic,Crystal Palace,3079,10,2,8,144,21,5.2
Mamadou Sakho,Crystal Palace,1597,1,2,6,81,18,4.6
Martin Kelly,Crystal Palace,1193,0,0,4,34,1,4.1
Nya Kirby,Crystal Palace,0,0,0,0,0,0,4.5
Pape Souaré,Crystal Palace,8,0,0,0,1,0,4.5
Patrick van Aanholt,Crystal Palace,2182,5,1,6,95,7,5.2
Ruben Loftus-Cheek,Crystal Palace,1871,2,5,6,77,2,4.4
Scott Dann,Crystal Palace,1434,1,0,1,32,0,4.6
Sullay Kaikai,Crystal Palace,13,0,0,0,1,0,4.3
Timothy Fosu-Mensah,Crystal Palace,1592,0,0,2,39,3,4.4
Wayne Hennessey,Crystal Palace,2430,0,0,7,99,11,4.4
Wilfried Zaha,Crystal Palace,2549,9,7,10,136,8,7.1
Yohan Cabaye,Crystal Palace,2374,0,4,8,73,3,5.3
Ademola Lookman,Everton,153,0,1,0,10,0,5.1
Ashley Williams,Everton,1830,1,0,5,56,3,5.2
Beni Baningime,Everton,192,0,0,0,7,0,4.5
Cenk Tosun,Everton,984,5,0,4,55,9,6.7
Cuco Martina,Everton,1830,0,2,5,55,0,4.1
Davy Klaassen,Everton,248,0,0,0,7,0,6.9
Dominic Calvert-Lewin,Everton,1871,4,8,6,88,3,4.9
Gylfi Sigurdsson,Everton,2257,4,4,6,96,8,8.0
Idrissa Gueye,Everton,2749,2,2,9,87,7,4.8
James McCarthy,Everton,204,0,0,0,6,0,4.9
Joel Robles,Everton,0,0,0,0,0,0,4.2
Jonjoe Kenny,Everton,1589,0,2,5,50,2,3.9
Jordan Pickford,Everton,3420,0,0,10,145,16,4.9
Kevin Mirallas,Everton,135,0,0,0,5,0,6.0
Leighton Baines,Everton,1909,2,3,5,82,10,5.7
Luke Garbutt,Everton,0,0,0,0,0,0,4.0
Maarten Stekelenburg,Everton,0,0,0,0,0,0,4.2
Mason Holgate,Everton,1183,0,0,4,37,0,4.0
Michael Keane,Everton,2559,0,1,7,81,11,5.3
Morgan Schneiderlin,Everton,2124,0,0,6,52,1,4.7
Muhamed Besic,Everton,46,0,0,0,2,0,4.2
Nikola Vlasic,Everton,572,0,0,1,18,0,5.3
Oumar Niasse,Everton,1076,8,3,0,83,14,4.6
Phil Jagielka,Everton,2063,0,0,6,60,5,4.7
Ramiro Funes Mori,Everton,119,0,0,0,3,0,4.9
Sandro Ramírez,Everton,275,0,0,1,10,0,7.0
Seamus Coleman,Everton,1035,0,1,4,39,0,6.4
Tom Davies,Everton,1892,2,2,6,66,3,5.1
Wayne Rooney,Everton,2265,10,3,7,113,20,7.1
Yannick Bolasie,Everton,848,1,1,3,35,0,6.4
Aaron Lennon,"Everton,Burnley",1906,0,4,6,65,0,5.4
Aaron Mooy,Huddersfield,3066,4,3,10,113,8,5.2
Abdelhamid Sabiri,Huddersfield,217,0,1,1,10,0,4.7
Alex Pritchard,Huddersfield,997,1,2,3,40,3,5.4
Chris Löwe,Huddersfield,1585,0,0,7,60,0,4.4
Christopher Schindler,Huddersfield,3264,0,2,9,102,15,4.6
Collin Quaner,Huddersfield,1268,0,4,3,44,0,4.5
Danny Williams,Huddersfield,1115,0,0,0,28,0,4.8
Dean Whitehead,Huddersfield,68,0,0,0,4,0,4.2
Elias Kachunga,Huddersfield,1327,1,1,6,46,0,5.7
Florent Hadergjonaj,Huddersfield,1670,0,1,4,51,5,4.5
Joe Lolley,Huddersfield,217,1,0,0,11,0,4.3
Joel Coleman,Huddersfield,0,0,0,0,0,0,3.9
Jon Gorenc Stankovic,Huddersfield,0,0,0,0,0,0,3.9
Jonas Lössl,Huddersfield,3420,0,1,10,135,11,4.6
Jonathan Hogg,Huddersfield,2396,0,0,7,53,0,4.4
Kasey Palmer,Huddersfield,168,0,0,1,4,0,5.3
Laurent Depoitre,Huddersfield,1807,6,2,4,94,14,5.0
Martin Cranie,Huddersfield,179,0,0,0,2,0,4.0
Michael Hefele,Huddersfield,32,0,0,0,1,0,4.2
Philip Billing,Huddersfield,755,0,0,3,22,0,4.4
Rajiv van La Parra,Huddersfield,2131,3,0,6,74,3,4.4
Robert Green,Huddersfield,0,0,0,0,0,0,4.0
Scott Malone,Huddersfield,1110,0,1,3,41,4,4.3
Steve Mounie,Huddersfield,1849,7,2,6,92,12,5.5
Terence Kongolo,Huddersfield,1047,0,0,2,30,2,4.4
Tom Ince,Huddersfield,2450,2,1,7,82,3,5.5
Tommy Smith,Huddersfield,1902,0,1,5,50,2,4.7
Zanka,Huddersfield,3420,0,3,10,107,9,4.5
Adrien Silva,Leicester,760,0,2,1,23,0,5.9
Ahmed Musa,Leicester,0,0,0,0,0,0,6.1
Aleksandar Dragovic,Leicester,766,0,0,4,28,0,4.9
Ben Chilwell,Leicester,1848,0,2,6,65,4,4.4
Ben Hamer,Leicester,274,0,0,1,9,0,4.3
Christian Fuchs,Leicester,1917,0,1,4,57,8,4.7
Daniel Amartey,Leicester,486,0,0,3,13,0,4.3
Danny Simpson,Leicester,2306,0,0,5,55,0,4.3
Demarai Gray,Leicester,1683,3,3,4,80,2,5.3
Eldin Jakupovic,Leicester,180,0,0,0,4,0,4.2
Fousseni Diabaté,Leicester,579,0,1,0,21,0,4.9
George Thomas,Leicester,0,0,0,0,0,0,4.5
Hamza Choudhury,Leicester,375,0,1,0,13,0,4.4
Harry Maguire,Leicester,3420,2,4,9,117,10,5.5
Harvey Barnes,Leicester,8,0,0,0,3,0,4.5
Jamie Vardy,Leicester,3248,20,2,8,183,28,8.8
Kasper Schmeichel,Leicester,2965,0,0,8,123,17,5.1
Kelechi Iheanacho,Leicester,818,3,4,1,54,5,6.5
Layton Ndukwu,Leicester,0,0,0,0,0,0,4.0
Marc Albrighton,Leicester,2533,2,8,8,107,12,5.5
Matty James,Leicester,991,0,0,4,26,0,4.4
Riyad Mahrez,Leicester,2948,12,13,9,195,19,8.7
Sam Hughes,Leicester,0,0,0,0,0,0,4.0
Shinji Okazaki,Leicester,1314,6,3,5,76,7,5.3
Vicente Iborra,Leicester,1411,3,0,3,58,6,5.7
Wes Morgan,Leicester,2817,0,0,5,61,1,4.4
Wilfred Ndidi,Leicester,2896,0,4,9,78,4,4.9
Yohan Benalouane,Leicester,90,0,0,0,1,0,4.2
Islam Slimani,"Leicester,Newcastle United",369,1,1,1,25,1,6.6
Andy King,"Leicester,Swansea",1247,3,1,1,51,1,4.2
Adam Lallana,Liverpool,234,0,0,1,13,0,7.3
Alberto Moreno,Liverpool,1264,0,1,6,52,3,4.3
Andrew Robertson,Liverpool,1940,1,5,10,111,12,5.0
Ben Woodburn,Liverpool,6,0,0,0,1,0,4.2
Conor Masterson,Liverpool,0,0,0,0,0,0,4.0
Curtis Jones,Liverpool,0,0,0,0,0,0,4.5
Danny Ings,Liverpool,262,1,1,3,18,0,5.4
Danny Ward,Liverpool,0,0,0,0,0,0,4.4
Dejan Lovren,Liverpool,2124,2,1,11,110,10,5.3
Divock Origi,Liverpool,9,0,0,0,1,0,7.4
Dominic Solanke,Liverpool,581,1,2,3,38,2,4.6
Emre Can,Liverpool,2089,3,6,8,92,10,4.9
Georginio Wijnaldum,Liverpool,2381,1,2,15,85,1,6.6
James Milner,Liverpool,1759,0,3,6,77,4,6.0
Joel Matip,Liverpool,1995,1,0,9,81,3,5.4
Jon Flanagan,Liverpool,0,0,0,0,0,0,4.4
Jordan Henderson,Liverpool,2169,1,1,14,75,3,5.3
Joseph Gomez,Liverpool,1901,0,2,9,86,9,4.5
Loris Karius,Liverpool,1710,0,0,10,88,5,4.9
Marko Grujic,Liverpool,14,0,0,0,3,0,4.2
Mohamed Salah,Liverpool,2905,32,12,15,303,26,10.6
Nathaniel Clyne,Liverpool,173,0,0,1,7,0,5.3
Philippe Coutinho,Liverpool,1109,7,7,5,103,15,9.1
Rafael Camacho,Liverpool,0,0,0,0,0,0,4.5
Ragnar Klavan,Liverpool,1449,1,0,8,78,9,4.1
Roberto Firmino,Liverpool,2760,15,8,16,181,29,9.5
Sadio Mané,Liverpool,2189,10,8,15,147,8,9.4
Simon Mignolet,Liverpool,1710,0,0,7,67,0,4.7
Trent Alexander-Arnold,Liverpool,1573,1,2,8,83,10,4.4
Alex Oxlade Chamberlain,"Liverpool,Arsenal",1718,3,7,5,94,5,5.5
Virgil van Dijk,"Liverpool,Southampton",2253,0,0,8,78,5,5.7
Daniel Sturridge,"Liverpool,West Bromwich Albion",541,2,1,3,32,0,7.9
Aymeric Laporte,Manchester City,806,0,0,4,35,2,5.1
Benjamin Mendy,Manchester City,360,0,1,2,20,1,6.3
Bernardo Silva,Manchester City,1514,6,5,9,112,8,7.2
Brahim Diaz,Manchester City,50,0,0,0,5,0,4.7
Claudio Bravo,Manchester City,224,0,0,1,10,1,4.5
Danilo,Manchester City,1340,3,2,9,100,8,5.0
David Silva,Manchester City,2431,9,11,14,169,26,8.2
Ederson,Manchester City,3195,0,0,16,158,10,5.7
Fabian Delph,Manchester City,1740,1,2,6,55,0,4.5
Fernandinho,Manchester City,2880,5,4,15,120,9,5.0
Gabriel Jesus,Manchester City,1660,13,7,9,126,18,10.4
Ilkay Gündogan,Manchester City,1504,4,2,6,82,9,5.4
John Stones,Manchester City,1301,0,0,9,70,5,5.3
Kevin De Bruyne,Manchester City,3073,8,18,19,209,25,10.3
Kyle Walker,Manchester City,2784,0,6,15,138,8,6.6
Leroy Sané,Manchester City,2415,10,15,12,179,17,8.7
Lukas Nmecha,Manchester City,14,0,0,0,2,0,4.5
Nicolás Otamendi,Manchester City,2966,4,0,15,156,21,6.4
Oleksandr Zinchenko,Manchester City,530,0,0,3,16,0,5.0
Phil Foden,Manchester City,45,0,1,0,8,0,4.7
Raheem Sterling,Manchester City,2584,18,17,13,229,19,9.1
Sergio Agüero,Manchester City,1960,21,6,13,169,22,11.5
Tosin Adarabioyo,Manchester City,0,0,0,0,0,0,4.0
Vincent Kompany,Manchester City,1394,1,1,6,60,2,5.9
Yaya Touré,Manchester City,227,0,2,0,16,0,6.0
Eliaquim Mangala,"Manchester City,Everton",617,0,0,2,22,0,5.0
Ander Herrera,Manchester United,1257,0,2,5,44,0,5.0
Anthony Martial,Manchester United,1572,9,6,9,125,7,7.8
Antonio Valencia,Manchester United,2741,3,1,16,146,13,6.9
Ashley Young,Manchester United,2444,2,6,9,98,11,4.8
Axel Tuanzebe,Manchester United,1,0,0,0,1,0,3.9
Chris Smalling,Manchester United,2535,4,0,11,123,9,5.7
Daley Blind,Manchester United,360,0,0,4,28,1,5.1
David De Gea,Manchester United,3330,0,0,18,172,10,5.9
David de Gea,Manchester United,3330,0,0,18,172,10,5.9
Eric Bailly,Manchester United,1000,1,0,7,55,3,6.0
Jesse Lingard,Manchester United,1807,8,6,9,128,10,6.0
Joel Pereira,Manchester United,0,0,0,0,0,0,3.9
Juan Mata,Manchester United,1919,3,5,15,100,6,6.8
Luke Shaw,Manchester United,787,0,0,7,48,4,4.8
Marcos Rojo,Manchester United,639,0,0,3,23,4,5.4
Marcus Rashford,Manchester United,1799,7,5,10,104,11,7.3
Marouane Fellaini,Manchester United,611,4,0,4,47,3,4.7
Matteo Darmian,Manchester United,443,0,0,3,27,3,4.9
Michael Carrick,Manchester United,108,0,0,1,4,0,4.2
Nemanja Matic,Manchester United,3117,1,1,16,91,3,4.7
Paul Pogba,Manchester United,2145,6,13,11,138,15,7.9
Phil Jones,Manchester United,1973,0,0,15,116,19,5.5
Romelu Lukaku,Manchester United,2866,16,7,14,162,18,11.5
Scott McTominay,Manchester United,629,0,0,4,21,0,4.2
Sergio Romero,Manchester United,90,0,0,1,7,0,4.7
Victor Lindelöf,Manchester United,1284,0,0,5,47,1,4.9
Zlatan Ibrahimovic,Manchester United,102,0,0,0,5,0,9.5
Alexis Sánchez,"Manchester United,Arsenal",2546,9,10,11,152,13,11.4
Henrikh Mkhitaryan,"Manchester United,Arsenal",1712,3,9,12,107,9,7.7
Aleksandar Mitrovic,Newcastle United,89,1,0,0,10,0,4.7
Ayoze Pérez,Newcastle United,2486,8,6,8,124,15,5.5
Chancel Mbemba,Newcastle United,670,0,0,1,20,3,3.9
Christian Atsu,Newcastle United,1776,2,4,6,78,5,4.8
Ciaran Clark,Newcastle United,1745,2,1,4,64,6,4.3
DeAndre Yedlin,Newcastle United,2842,0,2,7,88,5,4.5
Dwight Gayle,Newcastle United,1946,6,3,6,94,8,6.1
Florian Lejeune,Newcastle United,2103,0,2,5,66,6,4.3
Freddie Woodman,Newcastle United,0,0,0,0,0,0,4.0
Freddy Woodman,Newcastle United,0,0,0,0,0,0,4.0
Henri Saivet,Newcastle United,83,1,0,0,8,1,4.4
Isaac Hayden,Newcastle United,1365,1,0,3,41,0,4.3
Jacob Murphy,Newcastle United,1137,1,2,2,51,2,5.0
Jamaal Lascelles,Newcastle United,2927,3,0,9,116,9,4.9
Javier Manquillo,Newcastle United,1757,0,1,4,49,1,4.2
Jesús Gámez,Newcastle United,97,0,0,1,9,2,3.9
Jonjo Shelvey,Newcastle United,2264,1,4,6,73,4,5.2
Joselu,Newcastle United,1703,4,1,5,69,5,5.5
Karl Darlow,Newcastle United,900,0,0,2,33,2,4.3
Martin Dubravka,Newcastle United,1080,0,0,4,53,5,4.5
Massadio Haidara,Newcastle United,3,0,0,0,1,0,3.9
Matt Ritchie,Newcastle United,2802,3,7,9,116,10,5.4
Mikel Merino,Newcastle United,1337,1,1,3,49,4,4.9
Mohamed Diamé,Newcastle United,2034,2,0,6,70,3,4.6
Paul Dummett,Newcastle United,1602,0,0,5,52,0,4.2
Robert Elliot,Newcastle United,1440,0,0,3,57,4,4.0
Rolando Aarons,Newcastle United,136,0,0,0,5,0,4.3
Kenedy,"Newcastle United,Chelsea",1023,2,2,6,51,5,4.8
Alex McCarthy,Southampton,1620,0,0,4,52,3,4.4
Cédric Soares,Southampton,2794,0,3,7,85,2,4.7
Charlie Austin,Southampton,1024,7,1,4,72,9,5.8
Dusan Tadic,Southampton,2791,6,3,10,122,10,6.2
Fraser Forster,Southampton,1800,0,0,4,73,6,4.6
Guido Carrillo,Southampton,449,0,1,1,15,0,5.9
Jérémy Pied,Southampton,180,0,1,0,7,1,4.2
Jack Stephens,Southampton,1980,2,0,5,58,2,4.5
James Ward-Prowse,Southampton,1708,3,5,2,84,8,4.9
Jan Bednarek,Southampton,427,1,0,2,22,0,4.1
Josh Sims,Southampton,160,0,0,1,8,0,4.3
Manolo Gabbiadini,Southampton,1067,5,0,4,66,10,6.2
Mario Lemina,Southampton,1715,1,1,4,58,5,4.8
Matt Targett,Southampton,166,0,0,0,2,0,4.3
Maya Yoshida,Southampton,2049,2,1,6,76,6,4.6
Michael Obafemi,Southampton,8,0,0,0,1,0,4.5
Nathan Redmond,Southampton,1938,1,3,7,72,3,5.9
Oriol Romeu,Southampton,2897,1,0,8,68,0,4.2
Pierre-Emile Højbjerg,Southampton,1666,0,0,3,39,0,4.3
Ryan Bertrand,Southampton,3135,0,5,8,103,4,5.3
Sam McQueen,Southampton,142,0,0,1,14,2,4.2
Shane Long,Southampton,1570,2,2,4,53,0,5.6
Sofiane Boufal,Southampton,1206,2,2,1,55,2,5.7
Steven Davis,Southampton,1515,3,2,4,71,6,4.7
Stuart Taylor,Southampton,0,0,0,0,0,0,4.0
Wesley Hoedt,Southampton,2520,0,2,5,74,11,5.0
Badou Ndiaye,Stoke,1138,2,1,2,41,5,5.0
Bojan,Stoke,71,0,0,0,2,0,5.5
Bruno Martins Indi,Stoke,1242,0,0,1,20,0,4.9
Charlie Adam,Stoke,405,0,0,2,10,0,4.7
Darren Fletcher,Stoke,2217,1,1,4,67,3,4.7
Eric Maxim Choupo-Moting,Stoke,2241,5,5,5,107,9,5.2
Erik Pieters,Stoke,2717,0,1,7,71,1,4.7
Geoff Cameron,Stoke,1522,0,0,2,33,0,4.3
Glen Johnson,Stoke,546,0,0,0,5,0,4.1
Harry Souttar,Stoke,0,0,0,0,0,0,4.0
Ibrahim Afellay,Stoke,162,0,0,0,6,0,4.8
Jack Butland,Stoke,3150,0,0,6,125,16,5.0
Jakob Haugaard,Stoke,0,0,0,0,0,0,4.0
Jesé,Stoke,609,1,1,1,31,2,5.4
Joe Allen,Stoke,3139,2,6,6,109,12,5.1
Josh Tymon,Stoke,162,0,0,0,0,0,4.4
Julien Ngoy,Stoke,19,0,0,0,1,0,4.5
Konstantinos Stafylidis,Stoke,334,0,0,0,6,0,4.3
Kurt Zouma,Stoke,2887,1,0,7,87,5,5.4
Lasse Sorensen,Stoke,75,0,1,0,5,0,4.5
Lee Grant,Stoke,270,0,0,0,5,0,4.2
Mame Biram Diouf,Stoke,2592,6,3,8,99,8,5.2
Moritz Bauer,Stoke,1307,0,0,5,41,1,4.5
Peter Crouch,Stoke,1551,5,2,2,73,6,4.8
