playerName,team_name,fpl_minutes,fpl_goals,fpl_assits,fpl_cs,fpl_points,fpl_bonus,fpl_cprice,player_rating,touches,saves,total_pass,aerial_won,formation_place,accurate_pass,total_tackle,aerial_lost,fouls,yellow_card,total_scoring_att,man_of_the_match,goals,won_contest,blocked_scoring_att,goal_assist,good_high_claim,second_yellow,red_card,error_lead_to_goal,last_man_tackle,six_yard_block,post_scoring_att,att_pen_target,penalty_save,penalty_conceded,clearance_off_line,att_pen_goal,att_pen_miss,own_goals,att_pen_post
Santi Cazorla,Arsenal,618,2,2,4,38,5,7.0,7.0375,86.875,0.0,70.125,0.0,6.75,63.875,2.0,1.6666666666666667,2.0,1.0,1.3333333333333333,1.0,1.0,1.8,1.0,2.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,1.0,0,0.0,0
Kieran Gibbs,Arsenal,702,0,1,6,45,3,4.7,2.4783870967741937,53.54545454545455,0.0,33.81818181818182,2.857142857142857,0.7741935483870968,27.818181818181817,1.5,2.7777777777777777,1.5714285714285714,1.0,1.25,0,0,1.4,1.0,1.0,0.0,0,0,0.0,0,0,1.0,0,0,0.0,0,0,0,0.0,0
David Ospina,Arsenal,143,0,0,0,2,0,4.7,0.3629411764705882,29.5,2.0,22.0,1.0,0.029411764705882353,17.0,0,0,0.0,0.0,0,0,0,0.0,0,0,1.0,0,0,1.0,0,0,0,0,0,0.0,0,0,0,0.0,0
Jack Wilshere,"Arsenal,Bournemouth",1950,0,3,5,61,2,5.8,6.3493548387096785,49.758620689655174,0.0,36.827586206896555,2.25,6.0,30.75862068965517,2.076923076923077,1.1111111111111112,1.5,1.0,1.8,0,0,3.1578947368421053,1.1111111111111112,1.0,0.0,0,0,0.0,0,0,1.5,0,0,0.0,0,0,0,0.0,0
Alex Oxlade Chamberlain,Arsenal,1564,2,7,4,83,3,5.8,6.146666666666665,42.172413793103445,0.0,26.689655172413794,1.6666666666666667,3.606060606060606,21.93103448275862,1.9473684210526316,1.5789473684210527,2.0,1.0,1.75,1.0,1.0,2.5416666666666665,1.25,1.1666666666666667,0.0,0,0,1.0,1.0,0,0,0,0,0.0,0,0,0,0.0,0
Granit Xhaka,Arsenal,2483,2,3,10,85,7,5.2,6.752121212121211,83.78125,0.0,71.8125,2.2,4.606060606060606,64.21875,2.566666666666667,1.6666666666666667,1.6818181818181819,1.0,1.7894736842105263,0,1.0,1.1875,1.3333333333333333,1.0,0.0,0,1.0,1.0,0,0,0,0,0,1.0,0,0,0,0.0,0
Simon Mignolet,Liverpool,2520,0,0,9,110,7,4.8,4.950000000000001,38.5,2.3043478260869565,28.785714285714285,1.3571428571428572,0.7368421052631579,17.714285714285715,0,1.0,0.0,0.0,0,0,0,1.0,0,0,2.066666666666667,0,0,1.0,0,0,0,0,1.0,0.0,0,0,0,0.0,0
Ragnar Klavan,Liverpool,1410,0,0,3,43,4,4.4,4.047272727272727,59.21052631578947,0.0,49.36842105263158,2.533333333333333,2.6666666666666665,46.05555555555556,1.9230769230769231,2.75,1.5,1.0,1.0,0,0,1.5,1.0,0,0.0,0,0,1.0,0,0,0,0,0,1.0,0,0,0,0.0,0
Dejan Lovren,Liverpool,2553,2,1,11,106,6,4.9,6.667419354838711,82.3103448275862,0.0,69.0,3.814814814814815,5.290322580645161,59.6551724137931,1.8636363636363635,2.375,1.3888888888888888,1.0,1.5,0,1.0,1.0,1.0,1.0,0.0,0,0,1.0,1.0,1.0,1.0,0,0,0.0,0,0,0,0.0,0
Nathaniel Clyne,Liverpool,3323,0,2,12,129,13,5.9,6.802162162162163,72.8108108108108,0.0,48.513513513513516,1.1818181818181819,2.027027027027027,40.432432432432435,2.4242424242424243,2.0476190476190474,1.4,0.0,1.368421052631579,0,0,1.3125,1.1428571428571428,1.0,0.0,0,0,1.0,0,0,0,0,0,0.0,0,0,0,0.0,0
Alberto Moreno,Liverpool,305,0,1,0,15,1,4.4,1.9892105263157895,25.09090909090909,0.0,16.545454545454547,1.0,0.15789473684210525,13.818181818181818,1.2,1.3333333333333333,2.0,1.0,1.0,0,0,1.0,1.0,1.0,0.0,0,0,0.0,0,1.0,1.0,0,0,1.0,0,0,0,0.0,0
Adam Lallana,Liverpool,2338,8,7,9,139,14,6.7,7.103548387096776,60.29032258064516,0.0,45.38709677419355,2.0,6.67741935483871,38.25806451612903,1.9615384615384615,1.7916666666666667,1.8888888888888888,1.0,1.7857142857142858,1.0,1.1428571428571428,2.0625,1.5,1.4,0.0,0,0,0.0,0,1.0,1.0,0,0,0.0,0,0,0,0.0,0
Georginio Wijnaldum,Liverpool,2974,6,9,11,149,14,7.5,6.765945945945947,56.77777777777778,0.0,45.138888888888886,1.625,6.675675675675675,39.416666666666664,1.9166666666666667,1.6956521739130435,1.5714285714285714,1.0,2.0,0,1.0,1.6666666666666667,1.2142857142857142,1.125,0.0,0,0,1.0,0,0,1.0,0,0,0.0,0,0,0,0.0,0
Jordan Henderson,Liverpool,2116,1,4,7,73,9,6.2,7.302083333333333,100.95833333333333,0.0,85.70833333333333,1.7333333333333334,4.0,73.625,3.8260869565217392,1.9166666666666667,1.8666666666666667,1.0,1.5454545454545454,1.0,1.0,1.25,1.0,1.0,0.0,0,0,0.0,1.0,0,0,0,0,0.0,0,0,0,0.0,0
Philippe Coutinho,Liverpool,2228,13,8,8,171,21,8.7,7.562580645161291,65.74193548387096,0.0,45.193548387096776,1.0,9.838709677419354,37.903225806451616,1.5909090909090908,1.6,1.5,1.0,4.076923076923077,1.0,1.1818181818181819,2.6923076923076925,1.7619047619047619,1.1666666666666667,0.0,0,0,0.0,0,1.0,0,0,0,0.0,0,0,0,0.0,0
Roberto Firmino,Liverpool,3062,11,11,11,180,17,8.5,7.542285714285713,64.42857142857143,0.0,44.142857142857146,2.1333333333333333,9.371428571428572,35.02857142857143,2.0714285714285716,4.057142857142857,2.04,1.0,3.225806451612903,1.0,1.2222222222222223,2.225806451612903,1.3478260869565217,1.1666666666666667,0.0,0,0,0.0,0,1.0,0,0,0,0.0,0,0,0,0.0,0
Sadio Mané,Liverpool,NA,NA,NA,NA,NA,NA,NA,7.512222222222224,57.888888888888886,0.0,37.77777777777778,2.3333333333333335,9.62962962962963,29.296296296296298,1.7692307692307692,3.125,1.6842105263157894,1.0,2.375,1.0,1.1818181818181819,2.9565217391304346,1.4615384615384615,1.0,0.0,0,0,0.0,0,1.0,1.0,0,0,1.0,0,0,0,0.0,0
Emre Can,Liverpool,2371,5,2,9,104,12,4.8,6.839393939393941,65.53125,0.0,51.84375,3.238095238095238,5.393939393939394,42.25,2.75,2.1923076923076925,2.5925925925925926,1.0,1.875,1.0,1.0,1.75,1.3636363636363635,1.0,0.0,0,0,0.0,0,1.0,0,0,0,0.0,0,0,0,0.0,0
Divock Origi,Liverpool,1469,7,4,7,96,8,6.0,5.822105263157894,21.294117647058822,0.0,11.848484848484848,1.9375,3.3421052631578947,9.030303030303031,1.2222222222222223,3.423076923076923,1.375,0.0,2.0,0,1.0,1.9,1.4,1.0,0.0,0,0,0.0,0,0,1.0,0,0,0.0,0,0,0,0.0,0
Trent Alexander-Arnold,Liverpool,167,0,0,0,8,0,4.3,1.8852173913043477,22.833333333333332,0.0,11.833333333333334,0.0,0.17391304347826086,7.666666666666667,2.0,1.0,1.0,0.0,1.5,0,0,1.0,1.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0
Alexander Manninger,Liverpool,0,0,0,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0
Marko Grujic,Liverpool,43,0,0,0,4,0,4.3,1.8288235294117645,9.2,0.0,6.6,1.6666666666666667,0.0,5.2,1.0,1.0,1.0,1.0,1.3333333333333333,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0
Joel Matip,Liverpool,2457,1,0,9,97,7,5.4,6.647096774193548,71.10344827586206,0.0,58.55172413793103,2.423076923076923,4.354838709677419,52.857142857142854,2.0434782608695654,2.1052631578947367,1.4,1.0,1.5294117647058822,0,1.0,1.25,1.3333333333333333,0,0.0,0,0,1.0,0,1.0,1.0,0,0,1.0,0,0,0,0.0,0
Kevin Stewart,Liverpool,20,0,0,0,4,0,4.2,2.7211111111111115,11.5,0.0,10.0,1.5,0.0,12.0,0,1.0,1.0,0.0,0,0,0,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0
Artur Boruc,Bournemouth,3150,0,0,9,120,7,4.5,6.6817142857142855,36.142857142857146,3.3529411764705883,25.37142857142857,1.25,1.0,14.0,0,0,0.0,1.0,0,1.0,0,1.0,0,0,1.7777777777777777,0,0,1.0,0,0,0,0,1.0,0.0,0,0,0,0.0,0
Steve Cook,Bournemouth,NA,NA,NA,NA,NA,NA,NA,7.183947368421052,63.8421052631579,0.0,45.1578947368421,3.918918918918919,5.631578947368421,37.026315789473685,1.7692307692307692,2.642857142857143,1.2307692307692308,1.0,1.6111111111111112,1.0,1.0,1.1176470588235294,1.0,0,0.0,0,0,1.0,0,0,0,0,0,0.0,1.0,0,0,1.0,0
Charlie Daniels,Bournemouth,3060,4,3,10,134,14,5.2,6.930588235294117,69.91176470588235,0.0,47.529411764705884,1.8888888888888888,3.0294117647058822,38.8235294117647,2.0,1.8571428571428572,1.0909090909090908,1.0,1.3571428571428572,1.0,1.0,1.55,1.0,1.0,0.0,0,0,0.0,1.0,0,0,0,0,1.0,0,0,0,0.0,0
Simon Francis,Bournemouth,2938,0,1,10,89,7,4.5,6.944117647058825,68.38235294117646,0.0,48.705882352941174,3.7096774193548385,4.352941176470588,38.794117647058826,2.2962962962962963,2.857142857142857,1.4210526315789473,1.0,1.0,0,0,1.3076923076923077,1.0,1.0,0.0,0,1.0,1.0,0,1.0,0,0,0,1.0,0,0,0,0.0,0
Adam Smith,Bournemouth,NA,NA,NA,NA,NA,NA,NA,6.844722222222223,65.94444444444444,0.0,40.333333333333336,1.4761904761904763,2.4722222222222223,34.166666666666664,2.65625,1.8518518518518519,1.6666666666666667,1.0,1.5294117647058822,1.0,1.0,1.6363636363636365,1.6,1.0,0.0,0,0,0.0,0,0,1.0,0,0,1.0,0,0,0,1.0,0
Lewis Cook,Bournemouth,NA,NA,NA,NA,NA,NA,NA,4.498888888888889,57.166666666666664,0.0,46.5,1.0,3.4444444444444446,39.333333333333336,2.5,2.2,1.0,1.0,1.6666666666666667,0,0,1.0,1.0,1.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0
Andrew Surman,Bournemouth,1800,0,1,4,44,0,4.6,6.576363636363637,68.77272727272727,0.0,59.90909090909091,1.5454545454545454,6.863636363636363,51.54545454545455,1.3636363636363635,2.6363636363636362,1.4166666666666667,1.0,1.0,0,0,1.3333333333333333,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0
Harry Arter,Bournemouth,2956,1,4,9,84,6,5.0,6.532777777777778,70.82857142857142,0.0,57.25714285714286,1.0,5.027777777777778,50.51428571428571,2.8620689655172415,1.1428571428571428,1.7,1.0,2.25,1.0,1.0,1.3888888888888888,1.1666666666666667,1.0,0.0,1.0,1.0,1.0,0,0,1.0,0,0,0.0,1.0,0,1.0,0.0,0
Callum Wilson,Bournemouth,1361,6,1,6,63,2,6.0,5.901363636363637,20.85,0.0,9.55,1.25,6.545454545454546,6.95,1.2,2.0,2.3076923076923075,0.0,2.066666666666667,0,1.0,1.0,1.1666666666666667,0,0.0,0,0,0.0,0,1.0,1.0,0,0,0.0,0,1.0,0,0.0,0
Jordon Ibe,Bournemouth,1055,0,0,3,36,0,4.9,4.678235294117647,27.708333333333332,0.0,15.75,0.0,3.5588235294117645,13.565217391304348,1.3333333333333333,1.4,1.0,0.0,1.6666666666666667,0,0,2.3529411764705883,1.25,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0
Joshua King,Bournemouth,2714,16,3,9,178,17,6.2,7.084166666666668,38.638888888888886,0.0,19.86111111111111,1.7727272727272727,8.11111111111111,15.805555555555555,2.227272727272727,2.15625,2.0,1.0,2.310344827586207,1.0,1.2307692307692308,2.566666666666667,1.3636363636363635,1.0,0.0,0,0,0.0,0,1.0,1.0,0,0,0.0,0,1.0,1.0,0.0,0
Adam Federici,Bournemouth,180,0,0,1,8,1,4.4,0.5954545454545455,36.5,5.0,27.0,0.0,0.09090909090909091,14.5,0,0,0.0,1.0,0,0,0,0.0,0,0,1.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0
Lewis Grabban,Bournemouth,60,0,1,0,6,0,4.3,6.203333333333333,10.333333333333334,0.0,6.333333333333333,0.0,0.0,4.666666666666667,1.0,0,0.0,0.0,1.0,0,0,0.0,0,1.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0
Benik Afobe,Bournemouth,1458,6,5,5,88,9,5.3,5.750000000000002,15.709677419354838,0.0,9.9,1.9047619047619047,3.6857142857142855,8.068965517241379,1.125,2.8260869565217392,1.4,1.0,1.95,0,1.0,1.1428571428571428,1.5,1.0,0.0,0,0,0.0,0,0,1.0,1.0,0,0.0,0,0,0,0.0,0
Max Gradel,Bournemouth,134,0,0,0,8,0,5.0,3.2395238095238095,10.8,0.0,5.4,1.0,0.0,4.555555555555555,1.3333333333333333,1.3333333333333333,2.0,1.0,1.6666666666666667,0,0,1.25,2.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0
Nathan Aké,"Bournemouth,Chelsea",NA,NA,NA,NA,NA,NA,NA,3.0464285714285713,47.0,0.0,36.81818181818182,2.625,1.8571428571428572,32.63636363636363,2.4444444444444446,2.0,1.3333333333333333,1.0,1.4,1.0,1.0,1.5,2.0,1.0,0.0,0,0,0.0,0,0,0,0,0,0.0,1.0,0,0,0.0,0
Brad Smith,Bournemouth,NA,NA,NA,NA,NA,NA,NA,0.9903225806451613,48.25,0.0,28.5,0.0,0.2903225806451613,22.25,2.5,1.0,2.0,1.0,2.0,0,0,1.0,1.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0
Dan Gosling,Bournemouth,1366,2,0,4,49,2,4.7,5.37030303030303,40.81481481481482,0.0,30.555555555555557,1.2727272727272727,2.757575757575758,25.814814814814813,3.125,2.2857142857142856,1.4705882352941178,1.0,1.6,0,1.0,1.6666666666666667,1.5,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0
David de Gea,Manchester United,3150,0,0,14,136,5,5.5,6.5691428571428565,30.82857142857143,2.466666666666667,24.257142857142856,1.0,1.0,14.514285714285714,0,1.0,0.0,1.0,0,0,0,0.0,0,0,1.25,0,0,1.0,0,0,0,0,0,0.0,0,0,0,0.0,0
Eric Bailly,Manchester United,2058,0,0,13,105,14,5.5,6.695925925925927,50.92,0.0,35.04,2.0555555555555554,4.037037037037037,29.96,3.0,1.875,1.75,1.0,1.0,0,0,1.4,1.0,0,0.0,0,0,0.0,1.0,0,0,0,0,1.0,0,0,0,0.0,0
Antonio Valencia,Manchester United,2483,1,3,12,120,9,5.8,7.236071428571428,77.03571428571429,0.0,48.92857142857143,1.6923076923076923,2.107142857142857,41.964285714285715,2.68,1.3888888888888888,1.65,1.0,1.125,0,1.0,2.0555555555555554,1.0,1.0,0.0,0,0,0.0,1.0,0,0,0,0,0.0,0,0,0,0.0,0
Daley Blind,Manchester United,1830,1,2,9,98,14,5.2,4.750285714285714,68.08695652173913,0.0,45.21739130434783,1.5625,2.3714285714285714,38.82608695652174,2.3684210526315788,1.6923076923076923,1.5555555555555556,1.0,1.125,0,1.0,1.1666666666666667,1.25,2.0,0.0,0,0,0.0,0,1.0,0,0,0,0.0,0,0,0,0.0,0
Luke Shaw,Manchester United,688,0,3,4,45,4,5.2,5.064666666666667,51.36363636363637,0.0,34.81818181818182,1.8333333333333333,1.8,32.8,2.4,1.2,1.1666666666666667,1.0,1.2,0,0,1.5,1.0,1.0,0.0,0,0,0.0,1.0,1.0,0,0,0,0.0,0,0,0,0.0,0
Anthony Martial,Manchester United,1553,4,6,9,95,9,9.2,5.595483870967742,39.68,0.0,24.32,1.75,6.064516129032258,19.76,1.4166666666666667,2.0555555555555554,1.5294117647058822,1.0,2.4705882352941178,1.0,1.0,2.2,1.4285714285714286,1.2,0.0,0,0,0.0,0,0,1.0,0,0,0.0,0,0,0,0.0,0
Wayne Rooney,Manchester United,1540,5,5,6,76,9,8.6,6.074642857142857,45.24,0.0,31.16,1.2,5.392857142857143,26.24,1.5,2.769230769230769,1.6428571428571428,1.0,2.6,0,1.0,1.75,1.25,1.25,0.0,0,0,0.0,0,1.0,0,0,0,0.0,0,1.0,0,0.0,0
Marouane Fellaini,Manchester United,1604,1,0,10,48,0,5.8,6.041562500000002,48.785714285714285,0.0,39.18518518518518,4.2727272727272725,3.875,33.7037037037037,2.75,2.230769230769231,1.9523809523809523,1.0,1.9166666666666667,0,1.0,1.1538461538461537,1.0,0,0.0,0,1.0,0.0,0,1.0,1.0,0,0,1.0,0,0,0,0.0,0
Juan Mata,Manchester United,1614,6,3,10,102,14,7.2,5.6325806451612905,51.32,0.0,39.6,1.0,5.354838709677419,35.52,1.6923076923076923,1.0,1.25,1.0,2.1052631578947367,1.0,1.0,1.5,1.3333333333333333,1.0,0.0,0,0,0.0,0,0,1.0,0,0,0.0,0,0,0,1.0,0
Ander Herrera,Manchester United,2465,1,6,13,97,11,6.2,6.706176470588237,84.12903225806451,0.0,67.38709677419355,1.8,5.235294117647059,59.03225806451613,3.111111111111111,1.7,2.238095238095238,1.0,2.111111111111111,1.0,1.0,1.5789473684210527,1.5,1.0,0.0,1.0,1.0,0.0,0,0,1.0,0,0,0.0,0,0,0,0.0,0
Zlatan Ibrahimovic,Manchester United,2438,17,7,11,163,28,11.4,7.411428571428571,50.464285714285715,0.0,37.17857142857143,3.074074074074074,8.678571428571429,27.392857142857142,1.4285714285714286,3.36,2.16,1.0,4.2592592592592595,1.0,1.2142857142857142,1.7,1.8823529411764706,1.25,0.0,0,0,0.0,0,1.6666666666666667,0,1.0,0,0.0,0,1.0,0,0.0,0
Memphis Depay,Manchester United,24,0,0,0,3,0,7.1,4.758,6.75,0.0,3.5,0.0,0.0,2.5,1.0,1.0,1.0,1.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0
Marcus Rashford,Manchester United,1712,5,3,7,76,2,6.4,5.693513513513513,30.5,0.0,17.548387096774192,1.0,4.243243243243243,13.806451612903226,1.1428571428571428,2.0,1.2307692307692308,1.0,1.8333333333333333,0,1.0,1.95,1.2222222222222223,1.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0
Michael Carrick,Manchester United,1601,0,0,5,42,0,4.2,4.660606060606059,63.47826086956522,0.0,54.91304347826087,1.25,2.787878787878788,48.869565217391305,2.0,1.3333333333333333,1.0,1.0,1.1428571428571428,0,0,1.1666666666666667,1.5,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0
Morgan Schneiderlin,"Manchester United,Everton",1073,1,0,5,37,1,4.5,5.543809523809524,60.411764705882355,0.0,50.94117647058823,2.25,3.0,45.76470588235294,2.1666666666666665,2.5454545454545454,1.9090909090909092,1.0,2.0,0,1.0,1.5,1.0,0,0.0,0,0,1.0,0,1.0,0,0,0,0.0,0,0,0,0.0,0
Sergio Romero,Manchester United,180,0,0,2,23,3,4.7,0.4416216216216216,36.5,5.0,23.0,0.0,0.05405405405405406,16.5,0,0,0.0,0.0,0,1.0,0,0.0,0,0,2.0,0,0,0.0,0,0,0,0,1.0,0.0,0,0,0,0.0,0
Henrikh Mkhitaryan,Manchester United,1348,4,1,10,73,3,8.7,6.366538461538462,47.333333333333336,0.0,32.208333333333336,1.4285714285714286,5.769230769230769,27.083333333333332,1.6428571428571428,1.8461538461538463,1.9,1.0,2.2,1.0,1.0,1.7058823529411764,1.0,1.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0
Marcos Rojo,Manchester United,1663,1,0,8,77,7,5.2,6.271250000000001,60.0,0.0,45.285714285714285,2.5555555555555554,4.333333333333333,39.0,1.9333333333333333,2.1538461538461537,1.7142857142857142,1.0,1.5555555555555556,0,1.0,1.0,1.5,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0
Tom Heaton,Burnley,3150,0,0,10,149,21,5.1,6.877142857142856,41.885714285714286,4.147058823529412,32.2,1.0,1.0,13.2,0,1.0,0.0,1.0,0,1.0,0,0.0,0,0,1.5294117647058822,0,0,0.0,0,0,0,0,1.0,0.0,0,0,0,0.0,0
Michael Keane,Burnley,3150,2,1,10,113,10,5.0,7.1259999999999994,46.457142857142856,0.0,32.22857142857143,4.75,5.0,23.4,1.4736842105263157,2.7857142857142856,1.2727272727272727,1.0,1.7692307692307692,1.0,1.0,1.0,1.1428571428571428,1.0,0.0,0,0,0.0,0,2.0,1.0,0,0,1.0,0,0,0,0.0,0
Matthew Lowton,Burnley,3240,0,2,9,90,5,4.5,6.827027027027029,59.94444444444444,0.0,30.11111111111111,1.7666666666666666,1.945945945945946,20.083333333333332,2.8055555555555554,1.5416666666666667,1.4782608695652173,1.0,1.0,1.0,0,1.3333333333333333,0,1.0,0.0,0,0,0.0,0,0,0,0,0,1.0,2.0,0,0,0.0,0
Ben Mee,Burnley,3015,1,2,9,94,6,4.4,7.137058823529411,50.6764705882353,0.0,33.705882352941174,4.064516129032258,6.0,24.705882352941178,1.8076923076923077,3.08,1.4375,1.0,1.3333333333333333,1.0,1.0,1.0,1.0,0,0.0,0,0,1.0,1.0,0,0,0,0,1.0,1.0,0,0,1.0,0
Stephen Ward,Burnley,3230,1,1,8,91,3,4.5,6.877027027027028,57.351351351351354,0.0,30.54054054054054,2.2857142857142856,3.0,20.91891891891892,2.5,2.375,1.5909090909090908,1.0,1.1666666666666667,0,1.0,1.3636363636363635,1.0,1.0,0.0,0,0,1.0,0,1.0,0,0,0,0.0,0,0,0,0.0,0
Dean Marney,Burnley,1764,1,2,5,51,1,4.3,6.566190476190475,44.61904761904762,0.0,34.666666666666664,1.3333333333333333,5.714285714285714,27.904761904761905,2.25,1.0833333333333333,1.9444444444444444,1.0,1.5,0,1.0,1.0,1.0,1.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0
Scott Arfield,Burnley,2103,1,2,6,69,3,5.2,5.971176470588236,33.645161290322584,0.0,20.7,1.2777777777777777,6.852941176470588,14.233333333333333,1.8,1.7826086956521738,1.48,1.0,2.3157894736842106,0,1.0,1.25,1.5,0,0.0,0,0,0.0,0,0,0,0,0,0.0,1.0,0,0,0.0,0
David Jones,Burnley,86,0,0,0,1,0,5.0,6.02,50.0,0.0,37.0,2.0,8.0,28.0,0,1.0,1.0,1.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0
