playerName,team_name,fpl_minutes,fpl_goals,fpl_assits,fpl_cs,fpl_points,fpl_bonus,fpl_cprice
Dean Marney,Burnley,1764,1,2,5,51,1,4.3
Fredrik Ulvestad,Burnley,0,0,0,0,0,0,4.4
George Boyd,Burnley,2837,2,2,9,92,2,5.1
James Tarkowski,Burnley,568,0,0,1,23,0,4.0
Jeff Hendrick,Burnley,2691,2,1,9,76,1,5.3
Joey Barton,Burnley,1105,1,2,4,37,0,4.1
Johann Berg Gudmundsson,Burnley,999,1,3,3,47,3,4.8
Jon Flanagan,Burnley,360,0,0,1,9,0,4.3
Kevin Long,Burnley,270,0,0,0,3,0,4.0
Lukas Jutkiewicz,Burnley,13,0,0,0,2,0,4.3
Matthew Lowton,Burnley,3240,0,2,9,90,5,4.5
Michael Keane,Burnley,3150,2,1,10,113,10,5.0
Michael Kightly,Burnley,104,0,0,0,6,0,4.2
Nick Pope,Burnley,0,0,0,0,0,0,3.9
Paul Robinson,Burnley,270,0,0,0,5,0,4.0
Robbie Brady,Burnley,719,1,3,1,39,4,5.5
Sam Vokes,Burnley,2064,10,4,5,121,12,5.7
Scott Arfield,Burnley,2103,1,2,6,69,3,5.2
Stephen Ward,Burnley,3230,1,1,8,91,3,4.5
Steven Defour,Burnley,1068,1,3,5,54,6,5.6
Tendayi Darikwa,Burnley,0,0,0,0,0,0,4.2
Tom Heaton,Burnley,3150,0,0,10,149,21,5.1
Asmir Begovic,Chelsea,180,0,0,0,2,0,4.6
Branislav Ivanovic,Chelsea,589,0,1,1,23,2,5.6
César Azpilicueta,Chelsea,3420,1,5,16,170,22,6.4
Cesc Fàbregas,Chelsea,1340,5,15,4,121,14,7.0
David Luiz,Chelsea,2954,1,1,15,132,10,6.2
Diego Costa,Chelsea,3083,20,11,14,196,25,10.4
Dominic Solanke,Chelsea,0,0,0,0,0,0,5.0
Eden Hazard,Chelsea,2985,16,9,17,224,33,10.5
Eduardo,Chelsea,0,0,0,0,0,0,4.5
Gary Cahill,Chelsea,3296,6,0,17,178,15,6.7
John Terry,Chelsea,496,1,0,1,21,0,5.2
Kurt Zouma,Chelsea,250,0,1,0,15,3,5.3
Marcos Alonso,Chelsea,2693,6,5,15,177,11,6.9
Michy Batshuayi,Chelsea,254,5,1,0,48,4,8.4
Nathaniel Chalobah,Chelsea,167,0,1,0,12,0,4.5
Nemanja Matic,Chelsea,2694,1,8,15,105,1,4.8
N'Golo Kanté,Chelsea,3138,1,1,13,83,1,4.7
Ola Aina,Chelsea,26,0,0,0,3,0,4.5
Oscar,Chelsea,455,0,1,1,17,0,7.1
Pedro,Chelsea,2140,9,10,15,162,18,6.8
Ruben Loftus-Cheek,Chelsea,35,0,0,0,6,0,5.0
Thibaut Courtois,Chelsea,3240,0,0,16,141,0,5.9
Victor Moses,Chelsea,2485,3,3,17,105,6,5.5
Willian,Chelsea,1534,8,3,6,114,13,7.0
Aaron Wan-Bissaka,Crystal Palace,0,0,0,0,0,0,4.5
Andros Townsend,Crystal Palace,2520,3,7,7,116,16,5.7
Bakary Sako,Crystal Palace,142,0,0,0,7,0,5.3
Ben Wynter,Crystal Palace,0,0,0,0,0,0,4.0
Christian Benteke,Crystal Palace,3131,15,2,7,136,13,7.2
Connor Wickham,Crystal Palace,412,2,0,0,18,0,5.5
Damien Delaney,Crystal Palace,2014,0,2,3,51,3,4.8
Ezekiel Fryers,Crystal Palace,188,0,1,0,9,0,4.5
Fraizer Campbell,Crystal Palace,165,1,0,0,16,0,4.4
Freddie Ladapo,Crystal Palace,0,0,0,0,0,0,4.5
Hiram Boateng,Crystal Palace,0,0,0,0,0,0,4.5
James McArthur,Crystal Palace,1999,5,3,3,93,8,4.7
James Tomkins,Crystal Palace,1974,3,0,6,75,5,4.8
Jason Puncheon,Crystal Palace,3093,0,6,7,92,6,5.1
Joe Ledley,Crystal Palace,1160,1,1,2,40,1,4.3
Joel Ward,Crystal Palace,3417,0,1,7,86,7,4.8
Jonathan Benteke,Crystal Palace,7,0,0,0,1,0,4.3
Jordon Mutch,Crystal Palace,53,0,0,0,4,0,4.2
Julian Speroni,Crystal Palace,0,0,0,0,0,0,4.3
Keshi Anderson,Crystal Palace,0,0,0,0,0,0,4.5
Lee Chung-yong,Crystal Palace,471,0,1,2,24,0,4.2
Loïc Remy,Crystal Palace,134,0,0,1,6,0,6.2
Luka Milivojevic,Crystal Palace,1224,2,0,5,42,3,5.0
Luke Dreher,Crystal Palace,0,0,0,0,0,0,4.4
Mamadou Sakho,Crystal Palace,686,0,0,4,35,6,4.7
Martin Kelly,Crystal Palace,2124,0,2,2,46,0,4.2
Mathieu Flamini,Crystal Palace,274,0,0,0,12,0,4.2
Michael Phillips,Crystal Palace,0,0,0,0,0,0,4.5
Mile Jedinak,Crystal Palace,90,0,0,0,2,0,4.5
Noor Husin,Crystal Palace,0,0,0,0,0,0,4.5
Pape Souaré,Crystal Palace,270,0,0,0,6,0,4.1
Scott Dann,Crystal Palace,1752,3,1,2,61,4,5.1
Steve Mandanda,Crystal Palace,810,0,0,0,19,0,4.2
Sullay Kaikai,Crystal Palace,24,0,0,0,1,0,4.5
Wayne Hennessey,Crystal Palace,2610,0,0,7,92,4,4.3
Wilfried Zaha,Crystal Palace,3019,7,11,7,149,13,5.8
Yohan Cabaye,Crystal Palace,2125,4,4,7,91,6,5.6
Yannick Bolasie,"Crystal Palace,Everton",1048,1,4,3,45,3,5.6
Jeffrey Schlupp,"Crystal Palace,Leicester",1139,0,2,3,47,4,4.7
Aaron Lennon,Everton,509,0,1,2,22,0,5.5
Ademola Lookman,Everton,289,1,0,1,16,0,5.0
Arouna Koné,Everton,78,0,0,0,6,0,5.1
Ashley Williams,Everton,3160,1,3,13,127,9,5.2
Dominic Calvert-Lewin,Everton,347,1,0,0,17,1,4.5
Gareth Barry,Everton,2109,2,1,7,68,3,4.3
Gerard Deulofeu,Everton,460,0,0,0,13,0,5.9
Idrissa Gueye,Everton,2681,1,2,9,80,9,5.0
James McCarthy,Everton,613,1,1,0,23,0,4.7
Joe Williams,Everton,0,0,0,0,0,0,4.5
Joel Robles,Everton,1737,0,1,10,89,5,4.7
Jonjoe Kenny,Everton,13,0,0,0,1,0,4.0
Kevin Mirallas,Everton,2074,4,8,11,119,8,5.9
Leighton Baines,Everton,2819,2,5,11,135,15,5.8
Maarten Stekelenburg,Everton,1683,0,0,4,68,3,4.7
Mason Holgate,Everton,1372,0,1,5,54,5,4.1
Mateusz Hewelt,Everton,0,0,0,0,0,0,4.0
Matthew Pennington,Everton,180,1,0,0,9,0,3.9
Muhamed Besic,Everton,0,0,0,0,0,0,4.3
Phil Jagielka,Everton,2251,3,3,6,104,16,4.9
Ramiro Funes Mori,Everton,1543,0,1,7,69,4,4.5
Romelu Lukaku,Everton,3266,25,6,13,221,33,10.1
Ross Barkley,Everton,2900,5,11,12,144,11,7.0
Seamus Coleman,Everton,2316,4,4,10,133,15,5.6
Tom Davies,Everton,1544,2,3,8,63,0,4.4
Bryan Oviedo,"Everton,Sunderland",1323,0,0,3,29,0,4.2
Tom Cleverley,"Everton,Watford",1848,0,3,3,55,0,5.1
Brendan Galloway,"Everton,West Bromwich Albion",247,0,0,1,9,0,4.0
Abel Hernández,Hull,1425,4,4,4,72,6,5.9
Adama Diomande,Hull,1171,2,0,2,42,2,4.3
Ahmed El Mohamady,Hull,2523,0,2,3,62,1,4.6
Alfred N'Diaye,Hull,1273,1,0,4,34,2,4.1
Andrea Ranocchia,Hull,1330,2,2,3,55,9,4.5
Andrew Robertson,Hull,2736,1,2,5,73,4,4.4
Ben Hinchcliffe,Hull,0,0,0,0,0,0,4.5
Curtis Davies,Hull,2135,0,2,1,38,3,4.9
Daniel Batty,Hull,0,0,0,0,0,0,4.5
David Marshall,Hull,1440,0,0,0,32,0,4.4
David Meyler,Hull,962,1,0,2,33,0,4.4
Dieudonne Mbokani Bezua,Hull,764,0,2,3,27,0,5.4
Dusan Kuciak,Hull,0,0,0,0,0,0,4.0
Eldin Jakupovic,Hull,1980,0,0,5,86,7,4.1
Evandro,Hull,576,0,0,3,18,0,4.9
Greg Luer,Hull,0,0,0,0,0,0,4.4
Greg Olley,Hull,0,0,0,0,0,0,4.3
Harry Maguire,Hull,2307,2,3,4,71,5,4.4
James Weir,Hull,0,0,0,0,0,0,4.3
Jarrod Bowen,Hull,181,0,0,0,8,0,4.5
Josh Clackstone,Hull,0,0,0,0,0,0,4.0
Josh Tymon,Hull,323,0,0,1,9,0,4.0
Kamil Grosicki,Hull,1143,0,5,3,43,0,5.5
Lazar Markovic,Hull,1005,2,0,5,37,2,5.2
Markus Henriksen,Hull,638,0,0,0,20,0,4.9
Michael Dawson,Hull,1722,3,0,1,46,4,4.2
Omar Elabdellaoui,Hull,615,0,0,1,13,0,4.4
Oumar Niasse,Hull,1096,4,1,2,44,3,5.5
Sam Clucas,Hull,3186,3,1,5,87,4,4.7
Shaun Maloney,Hull,283,1,2,1,24,2,4.3
Tom Huddlestone,Hull,2025,1,2,4,62,5,4.5
Will Keane,Hull,280,0,0,1,8,0,4.4
Jake Livermore,"Hull,West Bromwich Albion",2970,1,1,4,77,2,4.7
Robert Snodgrass,"Hull,West Ham",2548,7,6,3,133,16,5.5
Ahmed Musa,Leicester,761,2,0,1,39,5,6.9
Andy King,Leicester,1446,1,0,1,41,1,4.7
Bartosz Kapustka,Leicester,0,0,0,0,0,0,5.0
Ben Chilwell,Leicester,699,1,0,1,19,0,4.3
Ben Hamer,Leicester,0,0,0,0,0,0,4.3
Christian Fuchs,Leicester,3103,2,4,8,104,10,5.3
Daniel Amartey,Leicester,1673,1,1,4,53,3,4.3
Daniel Drinkwater,Leicester,2466,1,1,8,69,3,5.3
Danny Simpson,Leicester,2988,0,3,9,85,4,4.9
Demarai Gray,Leicester,1049,1,4,4,58,0,4.8
Elliott Moore,Leicester,0,0,0,0,0,0,4.0
Islam Slimani,Leicester,1281,7,4,5,83,9,8.2
Jamie Vardy,Leicester,2801,13,8,7,161,24,9.9
Kasper Schmeichel,Leicester,2666,0,0,8,109,10,4.9
Leonardo Ulloa,Leicester,447,1,0,2,24,1,5.5
Luis Hernández,Leicester,327,0,0,0,3,0,4.2
Marc Albrighton,Leicester,2412,2,6,8,95,3,5.0
Marcin Wasilewski,Leicester,90,0,0,0,1,0,3.9
Matty James,Leicester,1,0,0,0,1,0,4.5
Nampalys Mendy,Leicester,269,0,0,1,6,0,4.4
Riyad Mahrez,Leicester,2826,6,4,9,120,9,8.9
Robert Huth,Leicester,2926,2,2,9,88,1,4.9
Ron-Robert Zieler,Leicester,754,0,0,1,17,0,4.4
Shinji Okazaki,Leicester,1565,3,1,7,63,3,5.6
Wes Morgan,Leicester,2430,1,1,5,63,0,4.6
Wilfred Ndidi,Leicester,1521,2,3,4,59,2,4.6
Yohan Benalouane,Leicester,917,0,0,4,27,0,4.0
Adam Lallana,Liverpool,2338,8,7,9,139,14,6.7
Alberto Moreno,Liverpool,305,0,1,0,15,1,4.4
Alexander Manninger,Liverpool,0,0,0,0,0,0,4.0
Ben Woodburn,Liverpool,86,0,0,0,5,0,4.3
Connor Randall,Liverpool,0,0,0,0,0,0,3.9
Daniel Sturridge,Liverpool,775,3,5,3,54,2,9.7
Dejan Lovren,Liverpool,2553,2,1,11,106,6,4.9
Divock Origi,Liverpool,1469,7,4,7,96,8,6.0
Emre Can,Liverpool,2371,5,2,9,104,12,4.8
Georginio Wijnaldum,Liverpool,2974,6,9,11,149,14,7.5
Harry Wilson,Liverpool,0,0,0,0,0,0,4.5
James Milner,Liverpool,3154,7,4,12,139,16,6.3
Joel Matip,Liverpool,2457,1,0,9,97,7,5.4
Jordan Henderson,Liverpool,2116,1,4,7,73,9,6.2
Joseph Gomez,Liverpool,0,0,0,0,0,0,4.8
Kevin Stewart,Liverpool,20,0,0,0,4,0,4.2
Loris Karius,Liverpool,900,0,0,3,32,0,4.3
Lucas Leiva,Liverpool,1112,0,3,4,47,2,4.4
Marko Grujic,Liverpool,43,0,0,0,4,0,4.3
Nathaniel Clyne,Liverpool,3323,0,2,12,129,13,5.9
Ovie Ejaria,Liverpool,8,0,0,0,2,0,4.4
Philippe Coutinho,Liverpool,2228,13,8,8,171,21,8.7
Ragnar Klavan,Liverpool,1410,0,0,3,43,4,4.4
Rhian Brewster,Liverpool,0,0,0,0,0,0,4.5
Roberto Firmino,Liverpool,3062,11,11,11,180,17,8.5
Sadio Mané,Liverpool,2242,13,7,8,156,14,9.3
Simon Mignolet,Liverpool,2520,0,0,9,110,7,4.8
Trent Alexander-Arnold,Liverpool,167,0,0,0,8,0,4.3
Aleix García,Manchester City,77,0,0,0,4,0,5.0
Aleksandar Kolarov,Manchester City,2535,1,1,9,95,7,5.8
Angus Gunn,Manchester City,0,0,0,0,0,0,4.0
Bacary Sagna,Manchester City,1346,0,1,6,55,3,5.3
Claudio Bravo,Manchester City,1968,0,0,6,73,3,5.0
David Silva,Manchester City,2760,4,9,12,130,12,8.6
Fabian Delph,Manchester City,224,1,0,0,13,0,4.7
Fernandinho,Manchester City,2755,2,1,10,78,3,5.3
Fernando,Manchester City,568,0,0,1,18,1,4.7
Gaël Clichy,Manchester City,2123,1,0,8,87,9,5.2
Gabriel Jesus,Manchester City,651,7,4,3,67,12,9.1
Ilkay Gündogan,Manchester City,704,3,1,3,41,2,4.9
Jesús Navas,Manchester City,1064,0,3,2,48,6,6.1
Joe Hart,Manchester City,0,0,0,0,0,0,5.3
John Stones,Manchester City,2014,0,0,4,59,4,4.6
Kelechi Iheanacho,Manchester City,537,4,3,1,52,6,6.0
Kevin De Bruyne,Manchester City,2877,6,21,11,199,33,10.5
Leroy Sané,Manchester City,1781,5,7,9,105,8,7.7
Nicolás Otamendi,Manchester City,2592,1,2,9,100,10,5.9
Nolito,Manchester City,777,4,3,3,54,2,8.4
Pablo Maffeo,Manchester City,0,0,0,0,0,0,4.5
Pablo Zabaleta,Manchester City,1065,1,1,2,45,5,4.7
Raheem Sterling,Manchester City,2509,7,14,9,149,11,7.5
Samir Nasri,Manchester City,16,0,0,0,1,0,6.4
Sergio Agüero,Manchester City,2404,20,5,8,175,32,12.7
Tosin Adarabioyo,Manchester City,0,0,0,0,0,0,4.5
Vincent Kompany,Manchester City,820,3,0,5,57,6,6.0
Willy Caballero,Manchester City,1452,0,0,6,64,1,4.8
Yaya Touré,Manchester City,1941,5,0,12,86,6,7.2
Ander Herrera,Manchester United,2465,1,6,13,97,11,6.2
Angel Gomes,Manchester United,3,0,0,0,1,0,4.5
Anthony Martial,Manchester United,1553,4,6,9,95,9,9.2
Antonio Valencia,Manchester United,2483,1,3,12,120,9,5.8
Ashley Young,Manchester United,760,0,1,4,26,1,5.0
Axel Tuanzebe,Manchester United,303,0,0,2,14,0,4.0
Bastian Schweinsteiger,Manchester United,0,0,0,0,0,0,5.1
Chris Smalling,Manchester United,1217,1,1,4,52,1,5.8
Daley Blind,Manchester United,1830,1,2,9,98,14,5.2
David de Gea,Manchester United,3150,0,0,14,136,5,5.5
Demetri Mitchell,Manchester United,90,0,0,1,8,2,4.0
Eric Bailly,Manchester United,2058,0,0,13,105,14,5.5
Henrikh Mkhitaryan,Manchester United,1348,4,1,10,73,3,8.7
Jesse Lingard,Manchester United,1360,1,3,7,60,3,5.6
Joel Pereira,Manchester United,90,0,0,1,6,0,4.0
Josh Harrop,Manchester United,90,1,0,1,8,0,4.5
Juan Mata,Manchester United,1614,6,3,10,102,14,7.2
Kieran O'Hara,Manchester United,0,0,0,0,0,0,4.0
Luke Shaw,Manchester United,688,0,3,4,45,4,5.2
Marcos Rojo,Manchester United,1663,1,0,8,77,7,5.2
Marcus Rashford,Manchester United,1712,5,3,7,76,2,6.4
Marouane Fellaini,Manchester United,1604,1,0,10,48,0,5.8
Matteo Darmian,Manchester United,1333,0,0,9,70,6,5.0
Matty Willock,Manchester United,0,0,0,0,0,0,4.5
Memphis Depay,Manchester United,24,0,0,0,3,0,7.1
Michael Carrick,Manchester United,1601,0,0,5,42,0,4.2
Paul Pogba,Manchester United,2608,5,4,13,115,14,8.2
Phil Jones,Manchester United,1584,0,0,5,55,4,4.5
Scott McTominay,Manchester United,97,0,0,1,3,0,4.5
Sergio Romero,Manchester United,180,0,0,2,23,3,4.7
Timothy Fosu-Mensah,Manchester United,97,0,0,1,9,0,4.1
Wayne Rooney,Manchester United,1540,5,5,6,76,9,8.6
Zachary Dearnley,Manchester United,0,0,0,0,0,0,4.5
Zlatan Ibrahimovic,Manchester United,2438,17,7,11,163,28,11.4
Morgan Schneiderlin,"Manchester United,Everton",1073,1,0,5,37,1,4.5
Álvaro Negredo,Middlesbrough,2872,9,5,10,130,17,6.1
Adam Clayton,Middlesbrough,2804,0,2,10,70,0,4.3
Adam Forshaw,Middlesbrough,2695,0,2,9,77,3,4.5
Adam Reach,Middlesbrough,0,0,0,0,0,0,4.4
Adama Traoré,Middlesbrough,1543,0,1,6,52,2,4.8
Albert Adomah,Middlesbrough,122,0,0,0,3,0,5.4
Alex Baptiste,Middlesbrough,0,0,0,0,0,0,4.0
Antonio Barragán,Middlesbrough,2193,0,0,7,71,8,4.3
Ben Gibson,Middlesbrough,3420,1,1,11,121,14,4.9
Bernardo Espinosa,Middlesbrough,975,0,0,4,35,3,4.2
Brad Guzan,Middlesbrough,900,0,0,3,36,3,4.2
Cristhian Stuani,Middlesbrough,1355,4,0,4,54,4,4.6
Dael Fry,Middlesbrough,0,0,0,0,0,0,4.0
Daniel Ayala,Middlesbrough,918,1,0,3,31,0,4.7
David Nugent,Middlesbrough,43,0,0,0,4,0,4.6
Dimitrios Konstantopoulos,Middlesbrough,0,0,0,0,0,0,4.1
Fabio,Middlesbrough,1847,0,0,6,58,8,4.2
Gastón Ramírez,Middlesbrough,1539,2,3,6,59,6,5.2
George Friend,Middlesbrough,1964,0,3,4,59,6,4.2
Grant Leadbitter,Middlesbrough,710,1,0,3,28,1,4.3
James Husband,Middlesbrough,58,0,0,0,0,0,4.0
Jordan Rhodes,Middlesbrough,211,0,0,0,8,0,5.4
Julien de Sart,Middlesbrough,0,0,0,0,0,0,4.3
Marten de Roon,Middlesbrough,2773,4,1,8,91,5,4.3
Nsue,Middlesbrough,320,0,0,1,10,0,4.1
Rudy Gestede,Middlesbrough,533,1,0,1,21,0,4.5
Stewart Downing,Middlesbrough,2214,1,3,7,77,3,4.8
Víctor Valdés,Middlesbrough,2520,0,0,8,102,10,4.5
Viktor Fischer,Middlesbrough,438,0,3,1,25,0,4.9
Patrick Bamford,"Middlesbrough,Burnley",326,1,0,0,21,2,4.9
Alex McCarthy,Southampton,0,0,0,0,0,0,4.3
Cédric Soares,Southampton,2515,0,3,11,102,11,4.9
Charlie Austin,Southampton,934,6,1,6,62,10,6.3
Cuco Martina,Southampton,592,0,0,3,31,5,4.3
Dusan Tadic,Southampton,2411,3,7,13,108,4,6.9
Florin Gardos,Southampton,0,0,0,0,0,0,4.0
Fraser Forster,Southampton,3420,0,0,14,134,4,5.0
Harrison Reed,Southampton,64,0,0,0,3,0,4.3
Harry Lewis,Southampton,0,0,0,0,0,0,4.0
Jérémy Pied,Southampton,129,0,0,0,5,0,4.7
Jack Stephens,Southampton,1471,0,1,6,60,10,4.2
Jake Hesketh,Southampton,0,0,0,0,0,0,4.5
James Ward-Prowse,Southampton,1883,4,4,9,92,5,5.0
Jay Rodriguez,Southampton,893,5,2,3,73,8,5.9
Jordy Clasie,Southampton,1022,1,1,2,38,3,4.6
Josh Sims,Southampton,211,0,1,1,12,0,4.1
Lloyd Isgrove,Southampton,0,0,0,0,0,0,4.4
Manolo Gabbiadini,Southampton,724,4,1,3,38,4,6.4
Martín Cáceres,Southampton,90,0,0,0,2,0,5.0
Matt Targett,Southampton,373,0,0,1,12,0,4.1
Maya Yoshida,Southampton,2070,1,1,7,78,8,4.5
Mouez Hassen,Southampton,0,0,0,0,0,0,4.0
Nathan Redmond,Southampton,2898,7,1,12,126,13,5.9
Olufela Olomola,Southampton,0,0,0,0,0,0,4.4
Oriol Romeu,Southampton,3071,1,0,13,80,4,4.4
Pierre-Emile Højbjerg,Southampton,1300,0,0,6,38,0,4.2
Ryan Bertrand,Southampton,2507,2,5,12,123,9,5.6
Sam McQueen,Southampton,616,0,1,1,23,0,4.2
Shane Long,Southampton,1262,3,2,2,57,2,6.1
Sofiane Boufal,Southampton,1104,1,1,3,40,1,6.7
Steven Davis,Southampton,2643,0,3,10,77,0,5.1
Stuart Taylor,Southampton,0,0,0,0,0,0,4.0
Virgil van Dijk,Southampton,1852,1,0,7,75,14,5.6
José Fonte,"Southampton,West Ham",2934,0,0,11,98,10,5.3
Bojan,Stoke,475,3,0,0,30,4,5.5
Bruno Martins Indi,Stoke,3146,1,0,11,106,9,4.9
Charlie Adam,Stoke,1491,1,4,6,59,5,4.6
Erik Pieters,Stoke,3151,0,2,10,103,9,4.6
Geoff Cameron,Stoke,1629,0,1,6,58,5,4.2
Giannelli Imbula,Stoke,796,0,1,2,24,1,4.5
Glen Johnson,Stoke,1957,0,0,6,56,3,4.7
Glenn Whelan,Stoke,2276,0,1,7,62,3,4.2
Ibrahim Afellay,Stoke,384,0,0,0,15,0,5.4
Jack Butland,Stoke,450,0,0,2,20,2,4.5
Jakob Haugaard,Stoke,0,0,0,0,0,0,4.3
Joe Allen,Stoke,2930,6,3,10,118,10,4.9
Joel Taylor,Stoke,0,0,0,0,0,0,4.0
Jonathan Walters,Stoke,1304,4,3,6,72,3,5.3
Julien Ngoy,Stoke,49,0,0,0,5,0,4.5
Lee Grant,Stoke,2520,0,0,9,106,9,4.3
Mame Biram Diouf,Stoke,1385,1,2,5,51,2,5.7
Marc Muniesa,Stoke,650,1,0,3,34,3,4.0
Marko Arnautovic,Stoke,2713,6,7,9,117,8,7.1
Peter Crouch,Stoke,1343,7,3,4,79,7,4.4
Phil Bardsley,Stoke,1168,0,0,3,27,0,4.2
Philipp Wollscheid,Stoke,180,0,0,0,1,0,4.5
Ramadan Sobhi,Stoke,855,0,2,5,36,1,4.8
Ryan Shawcross,Stoke,3150,1,2,9,94,6,4.9
Shay Given,Stoke,450,0,0,0,13,3,4.2
Thibaud Verlinden,Stoke,0,0,0,0,0,0,4.5
Thomas Edwards,Stoke,0,0,0,0,0,0,4.0
Wilfried Bony,Stoke,684,2,0,3,29,3,6.9
Xherdan Shaqiri,Stoke,1699,4,2,8,80,8,6.0
Adnan Januzaj,Sunderland,1628,0,3,3,49,0,5.3
Billy Jones,Sunderland,2270,1,0,5,56,6,4.4
Darron Gibson,Sunderland,640,0,0,1,17,0,4.3
Didier Ndong,Sunderland,2520,1,1,5,67,1,4.8
Donald Love,Sunderland,611,0,1,1,21,1,3.8
Duncan Watmore,Sunderland,1025,0,5,2,43,1,4.7
Elliot Embleton,Sunderland,0,0,0,0,0,0,4.4
Ethan Robson,Sunderland,0,0,0,0,0,0,4.5
Fabio Borini,Sunderland,1742,2,0,5,49,3,5.1
George Honeyman,Sunderland,235,0,0,1,7,0,4.5
Jack Rodwell,Sunderland,1492,0,1,2,38,1,4.3
Jan Kirchhoff,Sunderland,433,0,1,0,12,0,4.2
Jason Denayer,Sunderland,1878,0,0,6,56,2,4.7
Javier Manquillo,Sunderland,1430,1,0,2,38,0,4.3
Jeremain Lens,Sunderland,69,0,0,0,2,0,5.9
Jermain Defoe,Sunderland,3322,15,3,6,166,24,7.4
