player,team,position,minutes,goals,assits,cs,points,bonus,price
Alex McCarthy,QPR,GKP,237,0,0,0,4,0,4
Alex Oxlade-Chamberlain,Arsenal,MID,1491,1,2,7,57,3,6.2
Alex Palmer,West Brom,GKP,0,0,0,0,0,0,4
Alex Pritchard,Spurs,MID,0,0,0,0,0,0,4.5
Alexandre Song,West Ham,MID,2245,0,3,7,67,2,4.8
Alexis S�nchez,Arsenal,MID,2944,16,8,12,207,29,11.6
Alfred N'Diaye,Sunderland,MID,0,0,0,0,0,0,4.5
Allan McGregor,Hull,GKP,2340,0,0,5,88,7,4.7
Alou Diarra,West Ham,MID,0,0,0,0,0,0,4.5
Aly Cissokho,Aston Villa,DEF,2129,0,0,7,70,7,4.4
Ander Herrera,Man Utd,MID,1870,6,4,6,98,11,7.2
Anders Lindegaard,Man Utd,GKP,0,0,0,0,0,0,4.8
Anderson Luis de Carvalho,West Ham,MID,135,0,0,0,8,0,5.3
Anderson Oliveira,Man Utd,MID,21,0,0,0,1,0,4.7
Andre Green,Aston Villa,FWD,0,0,0,0,0,0,4.5
Andre Wisdom,West Brom,DEF,1972,0,1,8,75,7,4
Andreas Christensen,Chelsea,DEF,13,0,0,0,1,0,4.5
Andreas Pereira,Man Utd,MID,14,0,0,0,1,0,5
Andreas Weimann,Aston Villa,FWD,1775,3,2,9,69,7,5.1
Andrej Kramaric,Leicester,FWD,577,2,0,2,27,1,5
Andrew Johnson,Crystal Palace,FWD,0,0,0,0,0,0,4.5
Andrew Robertson,Hull,DEF,1526,0,2,3,45,4,4.2
Andros Townsend,Spurs,MID,749,2,3,2,44,2,6.2
Andr� Sch�rrle,Chelsea,MID,436,3,0,2,33,1,7.1
Andy Carroll,West Ham,FWD,1024,5,2,3,56,7,6.3
Andy King,Leicester,MID,1376,2,1,3,57,5,4.2
Andy Wilkinson,Stoke,DEF,0,0,0,0,0,0,3.8
Angel Rangel,Swansea,DEF,2036,0,0,7,64,0,4.9
Anthony Knockaert,Leicester,MID,335,0,0,1,13,0,5
Anthony R�veillere,Sunderland,DEF,1327,0,1,5,55,7,4.5
Antolin Alcaraz,Everton,DEF,526,0,0,2,15,0,4.2
Antonio Luna,Aston Villa,DEF,0,0,0,0,0,0,4.5
Antonio Valencia,Man Utd,MID,2580,0,5,11,88,6,5.7
Armand Traore,QPR,MID,786,0,0,1,22,0,4.3
Arouna Kon�,Everton,FWD,601,1,1,3,24,0,5.4
Artur Boruc,Southampton,GKP,0,0,0,0,0,0,4.7
Ashley Barnes,Burnley,FWD,2418,5,2,6,88,8,4.4
Ashley Richards,Swansea,DEF,636,0,1,2,24,2,4
Ashley Westwood,Aston Villa,MID,2149,0,1,6,55,0,4.7
Ashley Williams,Swansea,DEF,3330,0,0,13,118,15,5.4
Ashley Young,Man Utd,MID,2065,2,6,9,89,9,5.1
Asmir Begovic,Stoke,GKP,3150,0,0,7,106,3,4.8
Ayoze P�rez Guti�rrez,Newcastle,FWD,2372,7,0,3,98,10,4.3
Bacary Sagna,Man City,DEF,741,0,0,2,22,0,5.1
Baf�timbi Gomis,Swansea,FWD,1650,7,1,5,84,6,6.5
Barry Bannan,Crystal Palace,MID,138,0,0,0,7,0,4.7
Ben Amos,Man Utd,GKP,0,0,0,0,0,0,4.5
Ben Davies,Spurs,DEF,895,0,1,2,31,2,4.4
Ben Foster,West Brom,GKP,2485,0,0,11,98,3,4.5
Ben Hamer,Leicester,GKP,720,0,0,3,31,2,4
Ben Mee,Burnley,DEF,2888,2,1,9,93,2,4.5
Benjamin Stambouli,Spurs,MID,459,0,0,1,12,0,4.6
Benoit Assou-Ekotto,Spurs,DEF,0,0,0,0,0,0,4.4
Billy Jones,Sunderland,DEF,1255,0,1,6,44,2,4.3
Billy Sharp,Southampton,FWD,0,0,0,0,0,0,4.5
Boaz Myhill,West Brom,GKP,935,0,0,4,56,6,4.1
Bobby Zamora,QPR,FWD,1779,3,5,7,74,2,4.1
Bojan Krkic,Stoke,FWD,1203,4,1,3,59,13,4.9
Brad Friedel,Spurs,GKP,0,0,0,0,0,0,4.7
Brad Smith,Liverpool,DEF,0,0,0,0,0,0,4
Bradley Guzan,Aston Villa,GKP,3060,0,0,9,112,3,4.6
Bradley Jones,Liverpool,GKP,195,0,0,0,4,0,4.9
Brandon Comley,QPR,MID,11,0,0,0,1,0,4.4
Branislav Ivanovic,Chelsea,DEF,3420,4,6,17,179,13,7.7
Brede Hangeland,Crystal Palace,DEF,1173,2,1,2,42,1,4.6
Brek Shea,Stoke,MID,0,0,0,0,0,0,4.3
Brendan Galloway,Everton,DEF,173,0,0,0,3,0,4
Brian Murphy,QPR,GKP,0,0,0,0,0,0,3.9
Brown Ideye,West Brom,FWD,1301,4,2,6,62,6,4.8
Bruno Zuculini,Man City,MID,0,0,0,0,0,0,5.5
Bryan Oviedo,Everton,DEF,320,0,0,1,9,0,4.7
Callum McManaman,West Brom,MID,345,0,1,0,11,0,4.4
Callum Robinson,Aston Villa,FWD,0,0,0,0,0,0,4.3
Calum Chambers,Arsenal,DEF,1572,1,1,7,68,8,4.5
Cameron Brannagan,Liverpool,MID,0,0,0,0,0,0,4.5
Cameron Dummigan,Burnley,DEF,0,0,0,0,0,0,3.9
Cameron Jerome,Stoke,FWD,0,0,0,0,0,0,5
Carl Jenkinson,West Ham,DEF,2669,0,2,9,94,2,5
Carles Gil de Pareja Vicent,Aston Villa,MID,359,0,1,0,12,2,4.2
Carlos S�nchez,Aston Villa,MID,1988,1,0,6,52,0,4.4
Carlton Cole,West Ham,FWD,912,2,0,2,36,0,4.6
Cesc F�bregas,Chelsea,MID,2884,3,19,15,165,26,9.1
Charalampos Mavrias,Sunderland,MID,0,0,0,0,0,0,4.3
Charles N'Zogbia,Aston Villa,MID,1422,0,3,10,58,0,5.2
Charlie Adam,Stoke,MID,1511,7,3,5,97,10,5.4
Charlie Austin,QPR,FWD,3065,18,8,5,176,22,6.1
Charlie Ward,Stoke,MID,0,0,0,0,0,0,4.3
Cheick Tiot�,Newcastle,MID,895,0,2,1,23,0,4.3
Cheikhou Kouyat�,West Ham,MID,2657,4,3,7,98,6,4.9
Chris Baird,West Brom,DEF,806,0,0,2,30,3,3.8
Chris Brunt,West Brom,MID,2892,2,10,14,128,13,5.2
Chris Herd,Aston Villa,DEF,0,0,0,0,0,0,4
Chris Smalling,Man Utd,DEF,1878,4,0,5,91,11,5.3
Chris Wood,Leicester,FWD,114,1,0,0,11,0,4.3
Christian Atsu,Everton,MID,113,0,1,0,9,0,5.7
Christian Benteke,Aston Villa,FWD,2378,13,2,7,127,18,8
Christian Eriksen,Spurs,MID,3132,10,4,9,162,25,7.9
Chuba Akpom,Arsenal,FWD,30,0,1,0,6,0,4.8
Chung-yong Lee,Crystal Palace,MID,92,0,0,0,3,0,5
Ciaran Clark,Aston Villa,DEF,1992,1,2,4,60,5,4.2
Claudio Yacob,West Brom,MID,1392,0,0,9,35,0,4.4
Clint Hill,QPR,DEF,1407,1,0,4,40,0,4.2
Cole Kpekawa,QPR,DEF,6,0,0,0,1,0,4
Connor Wickham,Sunderland,FWD,2768,5,1,11,85,4,5.6
Conor Coady,Liverpool,DEF,0,0,0,0,0,0,4
Conor McAleny,Everton,FWD,0,0,0,0,0,0,4.3
Costel Pantilimon,Sunderland,GKP,2520,0,0,11,123,7,4.5
Craig Dawson,West Brom,DEF,2590,2,0,12,99,3,4.5
Craig Gardner,West Brom,MID,2678,3,4,13,99,4,5.5
Cristian Ceballos,Spurs,MID,0,0,0,0,0,0,5
Cristian Gamboa,West Brom,DEF,242,0,1,0,12,0,4.1
Curtis Davies,Hull,DEF,1812,0,0,4,47,5,4.7
C�sar Azpilicueta,Chelsea,DEF,2481,0,3,14,132,19,6.2
Daley Blind,Man Utd,MID,2170,2,3,7,82,11,4.9
Dame N'Doye,Hull,FWD,1195,5,1,5,55,7,5.5
Damian Emiliano Martinez,Arsenal,GKP,302,0,0,2,14,0,4.5
Damien Delaney,Crystal Palace,DEF,2433,0,0,5,57,2,4.9
Daniel Agger,Liverpool,DEF,0,0,0,0,0,0,5.4
Daniel Drinkwater,Leicester,MID,1488,0,0,2,39,0,5
Daniel Johnson,Aston Villa,MID,0,0,0,0,0,0,4.4
Daniel Lafferty,Burnley,DEF,17,0,0,0,1,0,3.9
Daniel Potts,West Ham,DEF,0,0,0,0,0,0,3.9
Daniel Sturridge,Liverpool,FWD,752,4,3,3,46,2,11.1
Danny Graham,Sunderland,FWD,627,1,1,3,30,3,4.7
Danny Ings,Burnley,FWD,3025,11,4,8,139,20,5.5
Danny Rose,Spurs,DEF,2367,3,5,6,103,10,4.8
Danny Simpson,Leicester,DEF,1252,0,0,2,25,0,4.1
Danny Ward,Liverpool,GKP,0,0,0,0,0,0,4
Danny Welbeck,Arsenal,FWD,1709,4,7,6,89,10,6.9
Darnell Furlong,QPR,DEF,225,0,0,0,1,0,3.9
Darren Bent,Aston Villa,FWD,83,0,0,0,7,0,4.6
Darren Fletcher,West Brom,MID,1719,1,0,9,55,0,4.5
Darron Gibson,Everton,MID,416,0,0,1,14,0,4.2
Daryl Janmaat,Newcastle,DEF,3251,1,8,8,118,14,5.3
David Cornell,Swansea,GKP,0,0,0,0,0,0,4
David de Gea,Man Utd,GKP,3313,0,0,11,138,3,5.8
David Jones,Burnley,MID,3204,0,0,10,82,0,4.5
David Meyler,Hull,MID,1729,1,1,5,51,3,4.7
David Moberg-Karlsson,Sunderland,FWD,0,0,0,0,0,0,4.5
David Nugent,Leicester,FWD,1711,5,2,3,70,4,4.9
David Ospina,Arsenal,GKP,1620,0,0,8,76,0,5
David Silva,Man City,MID,2646,12,12,12,191,28,9.8
Davide Santon,Newcastle,DEF,0,0,0,0,0,0,4.3
Dean Hammond,Leicester,MID,778,0,0,2,20,0,4.4
Dean Marney,Burnley,MID,1685,0,0,5,37,0,4.2
DeAndre Yedlin,Spurs,DEF,12,0,0,0,1,0,4.3
Dedryck Boyata,Man City,DEF,92,0,0,0,2,0,4.2
Dejan Lovren,Liverpool,DEF,2037,0,0,6,66,5,4.9
Demba Ba,Chelsea,FWD,0,0,0,0,0,0,7
Diafra Sakho,West Ham,FWD,1755,9,3,4,98,14,5.2
Didier Drogba,Chelsea,FWD,869,4,1,4,55,6,5.9
Diego Da Silva Costa,Chelsea,FWD,2069,20,3,12,150,18,10.6
Diego Poyet,West Ham,MID,91,0,0,0,3,0,4.3
Dionatan do Nascimento Teixeira,Stoke,DEF,5,0,0,0,1,0,4.2
Dominic Ball,Spurs,DEF,0,0,0,0,0,0,4
Dominic Gape,Southampton,MID,2,0,0,0,1,0,4.5
Dominic Solanke,Chelsea,FWD,0,0,0,0,0,0,5
Doneil Henry,West Ham,DEF,0,0,0,0,0,0,3.9
Donervon Daniels,West Brom,DEF,0,0,0,0,0,0,3.9
Duncan Watmore,Sunderland,FWD,0,0,0,0,0,0,4.5
Dusan Tadic,Southampton,MID,2057,4,9,9,117,13,7.4
Dwight Gayle,Crystal Palace,FWD,1096,5,2,2,67,8,4.5
Dwight Tiendalli,Swansea,DEF,129,0,0,0,2,0,4.3
Eden Hazard,Chelsea,MID,3373,14,10,19,233,42,10.8
Edin Dzeko,Man City,FWD,932,4,4,5,61,3,7.9
Eduardo Vargas,QPR,FWD,1382,4,2,2,61,4,6.1
El-Hadji Ba,Sunderland,MID,0,0,0,0,0,0,4.5
Eldin Jakupovic,Hull,GKP,228,0,0,1,11,0,4
Eliaquim Mangala,Man City,DEF,2188,0,2,12,95,9,6
Eljero Elia,Southampton,MID,788,2,0,4,40,3,4.3
Elliot Lee,West Ham,FWD,14,0,0,0,1,0,4.3
Emanuele Giaccherini,Sunderland,MID,308,0,0,1,9,0,5.8
Emmanuel Adebayor,Spurs,FWD,813,2,2,3,40,6,7.9
Emmanuel Mayuka,Southampton,FWD,54,0,0,0,5,0,4.7
Emmanuel Onariase,West Ham,DEF,0,0,0,0,0,0,4
Emmanuel Riviere,Newcastle,FWD,1209,1,2,3,46,1,6.7
Emre Can,Liverpool,MID,2064,1,1,11,66,3,5.2
Enner Valencia,West Ham,FWD,2101,4,6,10,94,8,6.3
Eric Dier,Spurs,DEF,2293,2,3,6,93,12,4.6
Erik Lamela,Spurs,MID,2300,2,7,6,93,6,7.4
Erik Pieters,Stoke,DEF,2562,0,2,7,84,8,4.6
Esteban Cambiasso,Leicester,MID,2415,5,2,8,103,9,4.8
Etienne Capoue,Spurs,MID,897,0,0,3,23,0,4.8
Ezekiel Fryers,Crystal Palace,DEF,4,0,0,0,1,0,4.2
Fabian Delph,Aston Villa,MID,2433,0,4,6,69,1,4.8
Fabio Borini,Liverpool,FWD,399,1,1,2,19,1,6
Fabricio Coloccini,Newcastle,DEF,2835,1,0,7,80,9,4.5
Facundo Ferreyra,Newcastle,FWD,0,0,0,0,0,0,5.6
Federico Fazio,Spurs,DEF,1776,0,0,5,50,3,4.7
Federico Fern�ndez,Swansea,DEF,2475,0,0,10,93,11,4.9
Fernando Francisco Reges,Man City,MID,1879,2,2,9,67,3,4.8
Fernando Luiz Rosa,Man City,MID,2267,3,4,7,95,10,6.8
Fernando Torres,Chelsea,FWD,0,0,0,0,0,0,7.3
Filip Djuricic,Southampton,MID,329,0,0,1,11,0,5.7
Filipe Luis Kasmirski,Chelsea,DEF,942,0,0,2,31,2,5.3
Florin Gardos,Southampton,DEF,574,0,0,4,35,4,4
Fraizer Campbell,Crystal Palace,FWD,1174,4,1,2,51,5,5
Francis Coquelin,Arsenal,MID,1661,0,0,8,45,1,4.5
Francisco Javier Garc�a Fern�ndez,Man City,MID,0,0,0,0,0,0,4.5
Frank Lampard,Man City,MID,1002,6,2,5,79,2,5
Frankie Sutherland,QPR,MID,0,0,0,0,0,0,4.5
Fraser Forster,Southampton,GKP,2623,0,0,13,118,0,5.3
Freddie Woodman,Newcastle,GKP,0,0,0,0,0,0,4
Fredrik Ulvestad,Burnley,MID,67,0,0,1,3,0,4.5
Gabriel Agbonlahor,Aston Villa,FWD,2693,6,1,8,93,12,5
Gabriel Armando de Abreu,Arsenal,DEF,350,0,1,1,16,0,5.1
Gabriel Obertan,Newcastle,MID,652,1,1,2,31,3,4.3
Gael Bigirimana,Newcastle,MID,0,0,0,0,0,0,4.4
Gareth Barry,Everton,MID,2822,0,2,9,66,0,4.7
Gareth McAuley,West Brom,DEF,2071,1,0,12,89,5,4.7
Gary Cahill,Chelsea,DEF,2986,1,1,14,130,9,6.3
Gary Gardner,Aston Villa,MID,0,0,0,0,0,0,4.3
Gary O'Neil,QPR,MID,0,0,0,0,0,0,4.4
Gary Taylor-Fletcher,Leicester,MID,18,0,0,0,1,0,4.2
Gast�n Ram�rez,Hull,MID,1014,1,3,2,45,3,5.4
Ga�l Clichy,Man City,DEF,2057,1,3,6,93,18,5.3
Gedion Zelalem,Arsenal,MID,0,0,0,0,0,0,4.7
Geoff Cameron,Stoke,DEF,2138,0,1,5,66,6,4.2
George Boyd,Burnley,MID,3017,5,2,9,110,7,4.5
George Honeyman,Sunderland,MID,0,0,0,0,0,0,4.5
George Thorne,West Brom,MID,0,0,0,0,0,0,4.5
Georgios Samaras,West Brom,FWD,72,0,0,0,5,0,4.7
Gerhard Tremmel,Swansea,GKP,110,0,0,0,2,0,4.4
Glen Johnson,Liverpool,DEF,1332,1,1,4,57,5,5.2
Glenn Murray,Crystal Palace,FWD,868,7,5,1,70,10,4.5
Glenn Whelan,Stoke,MID,2258,0,0,9,56,0,4.9
Gnegneri Yaya Tour�,Man City,MID,2353,10,1,12,134,19,10.8
Graham Dorrans,West Brom,MID,1587,1,3,6,57,5,4.7
Graziano Pell�,Southampton,FWD,3281,12,6,16,149,14,7.5
Guillermo Varela,Man Utd,DEF,0,0,0,0,0,0,4.3
Guy Demel,West Ham,DEF,258,0,0,0,7,0,4.7
Gylfi Sigurdsson,Swansea,MID,2682,7,10,9,154,19,6.5
Haris Vuckic,Newcastle,MID,9,0,0,0,1,0,4.4
Harrison Reed,Southampton,MID,460,0,0,3,17,0,4.3
Harry Kane,Spurs,FWD,2581,21,7,6,191,32,6
Harry Maguire,Hull,DEF,94,0,0,0,1,0,4.1
Harry Winks,Spurs,MID,0,0,0,0,0,0,4.4
Hatem Ben Arfa,Newcastle,MID,383,0,0,1,11,0,5.5
Hector Bellerin,Arsenal,DEF,1563,2,1,7,77,5,4.8
Hiram Boateng,Crystal Palace,MID,0,0,0,0,0,0,4.3
Hugo Lloris,Spurs,GKP,3063,0,0,8,121,6,5.4
Iago Aspas,Liverpool,FWD,0,0,0,0,0,0,6
Iago Falque,Spurs,MID,0,0,0,0,0,0,4.5
Ignacio Scocco,Sunderland,FWD,0,0,0,0,0,0,5
Isaac Hayden,Arsenal,DEF,0,0,0,0,0,0,4.3
Isaiah Brown,Chelsea,MID,12,0,0,0,1,0,4.3
Jack Barmby,Leicester,FWD,0,0,0,0,0,0,4.2
Jack Butland,Stoke,GKP,270,0,0,2,15,0,4.5
Jack Colback,Newcastle,MID,3128,4,7,7,114,8,4.7
Jack Cork,Swansea,MID,1805,3,1,8,74,3,4.3
Jack Grealish,Aston Villa,MID,822,0,1,2,31,2,4.3
Jack Hunt,Crystal Palace,DEF,0,0,0,0,0,0,4
Jack Rodwell,Sunderland,MID,1483,3,0,2,55,4,4.7
Jack Rose,West Brom,GKP,0,0,0,0,0,0,4
Jack Stephens,Southampton,DEF,0,0,0,0,0,0,3.9
Jack Wilshere,Arsenal,MID,729,2,1,1,36,4,6.3
Jak Alnwick,Newcastle,GKP,495,0,0,0,7,0,3.9
Jake Flannigan,Southampton,MID,0,0,0,0,0,0,4.5
Jake Gray,Crystal Palace,MID,0,0,0,0,0,0,4.5
Jake Hesketh,Southampton,MID,52,0,0,0,1,0,4.9
Jake Livermore,Hull,MID,3029,1,1,9,75,0,5.1
Jamal Blackman,Chelsea,GKP,0,0,0,0,0,0,4
James Chester,Hull,DEF,1868,2,0,8,82,8,4.3
James Collins,West Ham,DEF,1881,0,0,5,54,3,4.4
James McArthur,Crystal Palace,MID,2601,2,1,8,79,3,5.2
James McCarthy,Everton,MID,2400,2,2,8,79,8,4.6
James Milner,Man City,MID,1749,5,8,7,107,8,5.4
James Morrison,West Brom,MID,2553,2,1,14,95,9,5.5
James Tomkins,West Ham,DEF,1852,1,3,5,72,8,4.6
James Ward-Prowse,Southampton,MID,1476,1,8,6,72,2,4.8
James Wilson,Man Utd,FWD,357,1,0,1,16,0,4.3
Jamie Ness,Stoke,MID,0,0,0,0,0,0,4.4
Jamie Sterry,Newcastle,DEF,0,0,0,0,0,0,4
Jamie Vardy,Leicester,FWD,2241,5,12,7,120,10,4.6
Jan Vertonghen,Spurs,DEF,2811,1,0,7,90,11,5.8
Janoi Donacien,Aston Villa,DEF,0,0,0,0,0,0,3.9
Jason Davidson,West Brom,DEF,102,0,0,0,2,0,4.2
Jason McCarthy,Southampton,DEF,4,0,0,0,1,0,4
Jason Puncheon,Crystal Palace,MID,2823,6,7,6,128,14,5.5
Jason Shackell,Burnley,DEF,3346,0,0,10,99,5,4.4
Javier Hern�ndez,Man Utd,FWD,45,0,0,0,1,0,5.9
Javier Manquillo,Liverpool,DEF,759,0,0,2,22,1,4.4
Jay Fulton,Swansea,MID,115,0,0,1,4,0,4.4
Jay Rodriguez,Southampton,FWD,0,0,0,0,0,0,7.3
Jed Steer,Aston Villa,GKP,90,0,0,0,2,0,4
Jefferson Montero,Swansea,MID,1577,1,8,5,80,2,5.4
Jeffrey Schlupp,Leicester,DEF,2531,3,2,8,98,2,4.5
Jeremie Boga,Chelsea,MID,0,0,0,0,0,0,4.5
Jermain Defoe,Sunderland,FWD,1451,4,2,7,61,6,4.8
Jermaine Jenas,QPR,MID,0,0,0,0,0,0,4.4
Jerome Binnom-Williams,Crystal Palace,DEF,0,0,0,0,0,0,4.4
Jerome Sinclair,Liverpool,FWD,27,0,0,0,2,0,4.5
Jerome Thomas,Crystal Palace,MID,7,0,0,0,1,0,4.3
Jesse Lingard,Man Utd,MID,23,0,0,0,1,0,4.3
Jes�s Fern�ndez Saez,Liverpool,MID,0,0,0,0,0,0,4.7
Jes�s Navas,Man City,MID,2254,0,9,7,101,12,7.2
Jimmy Kebe,Crystal Palace,MID,0,0,0,0,0,0,4.5
Joe Allen,Liverpool,MID,1470,1,1,9,55,3,4.8
Joe Bennett,Aston Villa,DEF,0,0,0,0,0,0,4.5
Joe Cole,Aston Villa,MID,284,1,1,1,25,2,5.3
Joe Dudgeon,Hull,DEF,0,0,0,0,0,0,3.9
Joe Hart,Man City,GKP,3240,0,0,14,142,3,6.1
Joe Ledley,Crystal Palace,MID,2571,2,1,5,81,4,5.2
Joel Campbell,Arsenal,FWD,41,0,0,0,4,0,5
Joel Robles,Everton,GKP,585,0,0,3,26,0,4.8
Joel Ward,Crystal Palace,DEF,3330,1,0,7,90,0,4.7
Joey Barton,QPR,MID,2348,1,3,5,61,3,4.8
Joey O'Brien,West Ham,DEF,526,0,0,1,15,2,4.2
John O'Shea,Sunderland,DEF,3270,0,0,12,107,9,4.6
John Obi Mikel,Chelsea,MID,702,0,1,2,28,0,4.3
John Stones,Everton,DEF,2043,1,0,7,82,11,5.2
John Swift,Chelsea,MID,0,0,0,0,0,0,4.5
John Terry,Chelsea,DEF,3420,5,0,17,177,14,7.1
Joleon Lescott,West Brom,DEF,3060,1,2,15,127,8,5.1
Jon Flanagan,Liverpool,DEF,0,0,0,0,0,0,4.7
Jonas Olsson,West Brom,DEF,825,1,0,3,32,2,4.6
Jonathan Walters,Stoke,MID,2419,8,6,6,125,8,5.1
Jonathan Williams,Crystal Palace,MID,36,0,0,0,2,0,4.8
Jonjo Shelvey,Swansea,MID,2449,3,6,11,99,10,5.2
Jonny Evans,Man Utd,DEF,1090,0,0,6,53,5,5
Jon�s Guti�rrez,Newcastle,MID,638,1,1,1,24,3,4.2
Jordan Henderson,Liverpool,MID,3256,6,10,13,162,22,6.6
Jordan Pickford,Sunderland,GKP,0,0,0,0,0,0,4
Jordan Rossiter,Liverpool,MID,0,0,0,0,0,0,4.4
Jordan Williams,Liverpool,DEF,0,0,0,0,0,0,4
Jordi Amat,Swansea,DEF,588,0,0,2,19,0,4.1
Jordi Gomez Garcia-Penche,Sunderland,MID,1941,4,2,7,81,7,5.1
Jordon Ibe,Liverpool,MID,617,0,0,3,21,0,4.3
Jordon Mutch,Crystal Palace,MID,853,0,2,2,27,0,5
Jores Okore,Aston Villa,DEF,2010,1,0,4,58,8,4.2
Jos Hooiveld,Southampton,DEF,0,0,0,0,0,0,4
Jose Angel Esmoris Tasende,Man City,DEF,0,0,0,0,0,0,4.5
Jose Fonte,Southampton,DEF,3330,0,1,15,139,16,5.8
Jose Pozo,Man City,FWD,137,0,0,1,4,0,4.7
Jose Reina,Liverpool,GKP,0,0,0,0,0,0,5.5
Josh Cullen,West Ham,MID,0,0,0,0,0,0,4.5
Josh McEachran,Chelsea,MID,0,0,0,0,0,0,4.5
Josh Sheehan,Swansea,MID,0,0,0,0,0,0,4.4
Joshua Onomah,Spurs,MID,0,0,0,0,0,0,4.5
Jos� Alberto Ca�as Ruiz Herrera,Swansea,MID,0,0,0,0,0,0,4.4
Jos� Campa�a,Crystal Palace,MID,0,0,0,0,0,0,4.5
Jos� Enrique Sanchez Diaz,Liverpool,DEF,205,0,0,1,9,0,4.5
Jos� Paulo Bezerra Maciel J�nior,Spurs,MID,489,0,1,2,21,1,6.7
Jozy Altidore,Sunderland,FWD,311,0,0,1,13,0,5.1
Jo�o Carlos Vila�a Teixeira,Liverpool,MID,0,0,0,0,0,0,4.5
Juan Cuadrado,Chelsea,MID,315,0,1,2,17,0,7.2
Juan Mata,Man Utd,MID,2304,9,4,7,138,17,8.5
Julian Speroni,Crystal Palace,GKP,3204,0,0,6,115,7,4.8
Junior Hoilett,QPR,MID,886,0,1,2,30,0,4.3
Jussi J��skel�inen,West Ham,GKP,28,0,0,0,2,0,4.2
Karim El Ahmadi,Aston Villa,MID,0,0,0,0,0,0,4.4
Karim Rekik,Man City,DEF,0,0,0,0,0,0,4.5
Karl Henry,QPR,MID,2504,0,0,5,57,0,4.4
Kasper Schmeichel,Leicester,GKP,2160,0,0,6,83,6,4.5
Kelvin Davis,Southampton,GKP,617,0,0,2,22,0,4.5
Kemar Roofe,West Brom,MID,0,0,0,0,0,0,4.4
Kenji Gorre,Swansea,MID,7,0,0,0,1,0,4.5
Kevin Doyle,Crystal Palace,FWD,36,0,0,0,3,0,4.6
Kevin Long,Burnley,DEF,20,0,0,0,1,0,3.8
Kevin Mirallas,Everton,MID,1421,7,1,3,81,2,7.2
Kevin Nolan,West Ham,MID,1749,1,1,5,62,4,6.2
Kieran Gibbs,Arsenal,DEF,1660,0,5,6,76,9,5.2
Kieran Richardson,Aston Villa,MID,1344,0,1,6,40,0,4.9
Kieran Trippier,Burnley,DEF,3415,0,4,10,118,11,4.8
Kolo Tour�,Liverpool,DEF,712,0,0,2,25,3,4.7
Krystian Bielik,Arsenal,MID,0,0,0,0,0,0,4.4
Kurt Zouma,Chelsea,DEF,647,0,0,4,40,3,4.2
Kyle Bartley,Swansea,DEF,630,0,0,1,13,0,3.9
Kyle Naughton,Swansea,DEF,1179,0,1,3,34,2,4
Kyle Walker,Spurs,DEF,1306,0,1,1,27,1,5.8
Laurent Koscielny,Arsenal,DEF,2287,3,0,11,120,15,6.1
Lazar Markovic,Liverpool,MID,934,2,1,4,47,3,7
Leandro Bacuna,Aston Villa,MID,983,0,5,4,48,1,5
Lee Cattermole,Sunderland,MID,2357,1,0,11,58,1,4.3
Lee Lucas,Swansea,MID,0,0,0,0,0,0,4.5
Leighton Baines,Everton,DEF,2773,2,9,9,139,21,7.1
