playerName,team_name,fpl_minutes,fpl_goals,fpl_assits,fpl_cs,fpl_points,fpl_bonus,fpl_cprice,player_rating,touches,saves,total_pass,aerial_won,formation_place,accurate_pass,total_tackle,aerial_lost,fouls,yellow_card,total_scoring_att,man_of_the_match,goals,won_contest,blocked_scoring_att,goal_assist,good_high_claim,second_yellow,red_card,error_lead_to_goal,last_man_tackle,six_yard_block,post_scoring_att,att_pen_target,penalty_save,penalty_conceded,clearance_off_line,att_pen_goal,att_pen_miss,own_goals,att_pen_post
Yaya Sanogo,"Arsenal,Crystal Palace",458,0,1,0,19,0,4.7,4.711764706,17.76923077,0,9.692307692,1.888888889,2.705882353,6.416666667,1,2.545454545,1.8,1,1.888888889,0,0,2,1.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Alan Hutton,Aston Villa,2420,1,0,6,70,5,4.3,6.831,63.73333333,0,37.1,2.217391304,1.866666667,28.4,2.227272727,1.555555556,1.266666667,1,1.222222222,1,1,1.636363636,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Aly Cissokho,Aston Villa,2129,0,0,7,70,7,4.4,6.274814815,58.44,0,32.68,2.294117647,2.666666667,24.4,2.35,1.333333333,1.466666667,1,1.285714286,0,0,1.888888889,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Andre Green,Aston Villa,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andreas Weimann,Aston Villa,1775,3,2,9,69,7,5.1,5.352432432,26.16129032,0,19.3,1.25,5.459459459,15.73333333,2.4,2.277777778,1.666666667,1,1.65,1,1,1.428571429,1.428571429,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashley Westwood,Aston Villa,2149,0,1,6,55,0,4.7,6.199310345,61.77777778,0,49.07407407,1.4,3.896551724,41.11111111,1.65,1.818181818,1.4375,1,1.2,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Brad Guzan,Aston Villa,3060,0,0,9,112,3,4.6,5.943947368,39.02941176,3.15625,28.05882353,1,0.894736842,15.35294118,0,1,1,1,0,1,0,0,0,0,2.653846154,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Callum Robinson,Aston Villa,0,0,0,0,0,0,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carles Gil,Aston Villa,359,0,1,0,12,2,4.2,3.381,63.4,0,43.6,0,3.1,38.6,1.333333333,0,1,1,1,0,0,4.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carlos Sánchez,Aston Villa,1988,1,0,6,52,0,4.4,5.103513514,56.85714286,0,47.48148148,3.1,3.567567568,42.6,3.347826087,2.529411765,2.090909091,1,1.307692308,0,1,1.25,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Charles N'Zogbia,Aston Villa,1422,0,3,10,58,0,5.2,5.063235294,31,0,19.7037037,1.25,4.970588235,15.92592593,1.555555556,1.6,1.55,1,1.8,0,0,1.923076923,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Chris Herd,Aston Villa,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian Benteke,Aston Villa,2378,13,2,7,127,18,8,7.081724138,45.55172414,0,33.34482759,6.482758621,8.206896552,22.24137931,1.222222222,5.344827586,1.869565217,1,2.962962963,1,1.444444444,1.416666667,1.230769231,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0
Ciaran Clark,Aston Villa,1992,1,2,4,60,5,4.2,6.147931034,52.28,0,37.66666667,3.619047619,4.379310345,29.83333333,2.052631579,1.952380952,1.357142857,1,1.6,1,1,1.125,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0
Darren Bent,Aston Villa,83,0,0,0,7,0,4.6,3.823636364,3.5,0,3.6,1.5,0,2.8,0,1.714285714,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fabian Delph,Aston Villa,2433,0,4,6,69,1,4.8,7.08,78.32142857,0,59.75,1.538461538,7.428571429,50.96428571,2.52173913,1.8125,1.181818182,1,1.869565217,1,0,2.541666667,1.25,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
Gabriel Agbonlahor,Aston Villa,2693,6,1,8,93,12,5,6.477647059,28.35294118,0,17.55882353,1.956521739,8.617647059,13.11764706,1.230769231,4.833333333,1.576923077,1,1.962962963,1,1.2,1.411764706,1.153846154,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
Jack Grealish,Aston Villa,822,0,1,2,31,2,4.3,4.030357143,33.70588235,0,20.41176471,1,2.714285714,18.88235294,1.25,2,1.25,0,1.444444444,0,0,2.555555556,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jed Steer,Aston Villa,90,0,0,0,2,0,4,6.15,42,2,30,0,1,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe Cole,Aston Villa,284,1,1,1,25,2,5.3,3.805,20.33333333,0,14.58333333,1,1.45,12.25,1.166666667,1,1.333333333,0,1.333333333,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jores Okore,Aston Villa,2010,1,0,4,58,8,4.2,5.62862069,55.52173913,0,38.82608696,2.666666667,3.896551724,33.47826087,2.684210526,2.642857143,1.615384615,1,1.2,1,1,1.428571429,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Karim El Ahmadi,Aston Villa,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kieran Richardson,Aston Villa,1344,0,1,6,40,0,4.9,5.5984,35.23809524,0,23.76190476,1.7,4.2,17.95238095,1.5625,1.727272727,1.272727273,1,1.5,0,0,1,1.5,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Leandro Bacuna,Aston Villa,983,0,5,4,48,1,5,3.660882353,47.31578947,0,30.36842105,1.4,0.735294118,23.89473684,2.083333333,1.5,1.333333333,1,1.416666667,1,0,1.333333333,1.333333333,1.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Lewis Kinsella,Aston Villa,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matthew Lowton,Aston Villa,756,0,1,2,26,0,4,3.34125,46.5,0,27,3,0.833333333,21.36363636,2,1.333333333,2,1,1,0,0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathan Baker,Aston Villa,764,0,0,3,29,3,4.3,4.77625,33,0,17.45454545,3.363636364,3,13.45454545,2.333333333,3.714285714,1.4,0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philippe Senderos,Aston Villa,633,0,0,3,22,0,4.3,4.4275,41.25,0,29.25,1.5,3.083333333,27.28571429,2.333333333,1.75,1.666666667,1,1.666666667,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Riccardo Calder,Aston Villa,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ron Vlaar,Aston Villa,1647,0,1,6,56,7,4.3,5.782173913,43.1,0,31.5,1.846153846,4.391304348,25.75,1.545454545,1.571428571,1.285714286,1,1.4,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
Rushian Hepburn-Murphy,Aston Villa,8,0,0,0,1,0,4.4,5.97,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shay Given,Aston Villa,270,0,0,1,7,0,4,0.50972973,34.66666667,3,25,0,0.081081081,13,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ashley Barnes,Burnley,2418,5,2,6,88,8,4.4,6.511666667,33.25714286,0,21.37142857,4.766666667,7.75,13.45714286,1.277777778,6.764705882,2.642857143,1,2.444444444,1,1,1,1.166666667,1,0,1,1,0,0,0,1.333333333,0,0,0,0,0,0,0,0
Ben Mee,Burnley,2888,2,1,9,93,2,4.5,6.148947368,61.87878788,0,33.75757576,2.774193548,2.526315789,22.33333333,2.6,2.130434783,1.45,1,1.176470588,0,1,1.454545455,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Cameron Dummigan,Burnley,0,0,0,0,0,0,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Lafferty,Burnley,17,0,0,0,1,0,3.9,2.046666667,5,0,2,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Danny Ings,Burnley,3025,11,4,8,139,20,5.5,6.888857143,38.22857143,0,20.45714286,1.722222222,9.4,14.54285714,1.647058824,2.666666667,1.4375,1,3.03125,1,1.1,2.28,1.222222222,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
David Jones,Burnley,3204,0,0,10,82,0,4.5,6.715,53.41666667,0,42.36111111,1.3,7.333333333,35.38888889,2.125,1.523809524,1.4,0,1.5,0,0,1.714285714,1.571428571,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
Dean Marney,Burnley,1685,0,0,5,37,0,4.2,6.7385,55.3,0,44.05,1.375,4.6,36.9,3,1.777777778,1.909090909,1,1.125,0,0,1.285714286,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Fredrik Ulvestad,Burnley,67,0,0,1,3,0,4.5,2.1,18.5,0,16,0,0.666666667,13,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jason Shackell,Burnley,3346,0,0,10,99,5,4.4,7.272368421,50.60526316,0,32.78947368,4.722222222,6,25.5,1.533333333,2.090909091,1.769230769,1,1.125,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
Kevin Long,Burnley,20,0,0,0,1,0,3.8,0.450714286,8,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kieran Trippier,Burnley,3415,0,4,10,118,11,4.8,7.146578947,83.23684211,0,44.23684211,2.433333333,2,26.76315789,2.085714286,1.793103448,1.214285714,1,1.1,0,0,1.3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Lukas Jutkiewicz,Burnley,981,0,3,3,43,0,4.4,4.295945946,20.56521739,0,12.65217391,4.785714286,2.540540541,8.55,1,3.333333333,1.666666667,1,2.4,0,0,1.166666667,1.333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marvin Sordell,Burnley,289,0,0,2,14,0,4.6,3.845,8.214285714,0,5.833333333,2.4,0.818181818,3.583333333,0,1.857142857,1.333333333,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matthew Gilks,Burnley,0,0,0,0,0,0,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matthew Taylor,Burnley,565,0,1,3,21,0,4.7,6.489,29.8,0,17,1.833333333,7.7,12.88888889,1.4,2.125,1.8,0,1.5,0,0,1,1.333333333,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
Michael Duff,Burnley,1807,0,0,8,62,4,3.9,4.915333333,46.71428571,0,30.47619048,4.2,3.5,21.71428571,1.411764706,3.235294118,1.461538462,1,1,0,0,1.333333333,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
Michael Kightly,Burnley,948,1,2,0,33,0,4.5,3.016111111,31.05882353,0,16.58823529,1.6,2.944444444,11.23529412,2.166666667,1.222222222,1.545454545,1,2,0,1,1.2,1.666666667,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Nathaniel Chalobah,Burnley,69,0,0,0,3,0,4.3,2.94625,17.75,0,14.5,0,0,12.75,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ross Wallace,Burnley,241,1,0,0,19,1,4.2,2.926875,9.733333333,0,6,2,0.21875,4.714285714,1,0,1.666666667,1,1.428571429,0,1,1,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam Vokes,Burnley,567,0,0,2,19,0,5.3,5.600588235,16.13333333,0,12,4.5,2.764705882,6.6,1.333333333,4.583333333,1,0,2.125,0,0,0,1.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Scott Arfield,Burnley,3202,2,2,9,91,2,4.7,6.575945946,52.16216216,0,36.81081081,1.388888889,7.162162162,27.83783784,2.290322581,2.24137931,1.6875,1,1.913043478,0,1,1.88,1.166666667,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
Stephen Ward,Burnley,624,0,0,1,14,0,4.5,2.650869565,45,0,24.77777778,2.8,1.130434783,16.88888889,2.428571429,1.714285714,1,1,1,0,0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steven Hewitt,Burnley,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steven Reid,Burnley,113,0,0,0,6,0,4.2,1.986363636,14.33333333,0,10.4,1.5,0.454545455,10,2.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom Heaton,Burnley,3420,0,0,10,150,11,4.7,6.817894737,36.42105263,3.459459459,26.34210526,1.222222222,1,12.10526316,0,1,0,1,0,1,0,1,0,0,1.888888889,0,0,1,0,0,0,0,1,0,0,0,0,1,0
André Schürrle,Chelsea,436,3,0,2,33,1,7.1,5.138333333,23.92857143,0,16.46153846,1.444444444,1.944444444,13,1.636363636,1.125,1.428571429,1,2.1,0,1,1.666666667,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andreas Christensen,Chelsea,13,0,0,0,1,0,4.5,2.026666667,12,0,12,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Branislav Ivanovic,Chelsea,3420,4,6,17,179,13,7.7,7.253684211,65.05263158,0,39.5,2.8,2,32.10526316,2.378378378,2.266666667,1.615384615,1,1.76,1,1,1.611111111,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
César Azpilicueta,Chelsea,2481,0,3,14,132,19,6.2,5.998285714,68.68965517,0,44.86206897,1.9,2.485714286,37.48275862,3.44,2.055555556,1.266666667,1,1.166666667,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
Cesc Fàbregas,Chelsea,2481,0,3,14,132,19,6.2,7.622352941,99.85294118,0,80.64705882,1.555555556,7.647058824,68.67647059,3.296296296,1.947368421,1.578947368,1,1.72,1,1,1.8,1.142857143,1.125,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Didier Drogba,Chelsea,869,4,1,4,55,6,5.9,5.45969697,19,0,11.74074074,4.181818182,2.181818182,7.958333333,1.857142857,3.214285714,1.444444444,1,2,0,1,1.111111111,1.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diego Costa,Chelsea,2069,20,3,12,150,18,10.6,7.428076923,42.53846154,0,27.30769231,2.0625,8.307692308,21.15384615,1.625,3.8,2.0625,1,3.166666667,1,1.25,1.555555556,1.384615385,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
Dominic Solanke,Chelsea,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eden Hazard,Chelsea,3373,14,10,19,233,42,10.8,7.953157895,81.60526316,0,58.36842105,1.153846154,11,50.68421053,1.333333333,1.75,1.333333333,1,2.785714286,1,1,5,1.692307692,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0
Fernando Torres,Chelsea,0,0,0,0,0,0,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Filipe Luis,Chelsea,942,0,0,2,31,2,5.3,2.957714286,58.66666667,0,42.14285714,1.4,0.771428571,39.15384615,3.615384615,3,1.9,1,1.25,0,0,1.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gary Cahill,Chelsea,2986,1,1,14,130,9,6.3,6.596578947,49.28571429,0,38.76470588,4.068965517,4.342105263,33.5,1.75,1.555555556,1.4375,1,1.466666667,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Isaiah Brown,Chelsea,12,0,0,0,1,0,4.3,2.03,11,0,11,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamal Blackman,Chelsea,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeremie Boga,Chelsea,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Obi Mikel,Chelsea,702,0,1,2,28,0,4.3,4.139285714,34.66666667,0,29.27777778,2,1.428571429,26.55555556,2.333333333,1.4,2,1,1.5,0,0,1.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Terry,Chelsea,3420,5,0,17,177,14,7.1,7.030789474,52.63157895,0,42.23684211,2.777777778,6,37.84210526,1.954545455,1.761904762,1.181818182,1,1.111111111,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
Juan Cuadrado,Chelsea,315,0,1,2,17,0,7.2,5.101333333,26.18181818,0,16.72727273,2,1.866666667,15.27272727,1.714285714,1.333333333,1,1,1.6,0,0,1.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kurt Zouma,Chelsea,647,0,0,4,40,3,4.2,2.841714286,25.28571429,0,21.66666667,2.4,1.057142857,19,2.125,2.4,1.5,0,1,0,0,1.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lewis Baker,Chelsea,0,0,0,0,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mitchell Beeney,Chelsea,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mohamed Salah,Chelsea,33,0,0,0,3,0,6,1.988888889,11.66666667,0,7.666666667,0,0,6,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathan Aké,Chelsea,18,0,0,0,1,0,4.3,0.619,19,0,16,0,0,15,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nemanja Matic,Chelsea,3122,1,3,16,90,3,5.5,7.485555556,81.22222222,0,63.77777778,2.923076923,4.444444444,55.11111111,3.685714286,2.263157895,1.958333333,1,1.8125,1,1,1.925925926,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
Oscar,Chelsea,2021,6,8,14,126,12,7.9,6.512580645,61.21428571,0,46.14285714,1.722222222,8.258064516,38.10714286,2.684210526,1.9,2.058823529,1,2.88,1,1.2,1.636363636,1.8,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
